1000	789	19	391
1000	515	19	320
1000	848	15	320
1000	841	15	270
1000	553	19	320
1000	716	15	300
1000	404	19	341
1000	850	17	271
1000	855	19	261
1000	354	17	321
1000	674	19	310
1000	415	13	281
1000	990	19	320
1000	998	19	271
1000	77	19	270
1000	703	19	371
1000	461	19	340
1000	105	19	290
1000	259	19	631
1000	728	19	331
1000	203	19	330
1000	218	17	321
1000	704	11	270
1000	369	19	321
1000	468	17	291
1000	335	17	281
1000	583	15	270
1000	4	19	270
1000	120	17	311
1000	243	13	290
1000	970	19	301
1000	688	7	221
1000	450	15	321
1000	87	19	331
1000	339	17	330
1000	433	17	301
1000	848	15	290
1000	356	15	411
1000	896	19	310
1000	114	15	291
1000	147	17	329
1000	884	19	27297
1000	338	19	321
1000	539	19	310
1000	34	19	321
1000	3	15	251
1000	845	19	301
1000	532	9	230
1000	57	17	350
1000	761	19	321
1000	236	19	310
1000	659	17	311
1000	327	17	311
1000	493	13	280
1000	434	19	350
1000	518	17	300
1000	52	19	311
1000	124	17	310
1000	200	15	300
1000	719	9	250
1000	592	19	311
1000	46	19	311
1000	34	19	290
1000	696	13	271
1000	940	17	280
1000	303	19	310
1000	269	19	290
1000	801	19	291
1000	226	19	330
1000	949	19	370
1000	966	15	251
1000	656	19	311
1000	11	15	260
1000	153	15	260
1000	59	15	281
1000	236	19	320
1000	961	19	270
1000	565	17	310
1000	114	15	301
1000	858	17	281
1000	696	13	260
1000	883	13	261
1000	367	19	360
1000	478	19	310
1000	567	15	291
1000	942	15	320
1000	301	19	320
1000	104	17	281
1000	978	19	270
1000	330	19	301
1000	154	19	300
1000	862	17	300
1000	210	17	260
1000	319	17	300
1000	335	17	281
1000	893	17	300
1000	708	15	260
1000	356	15	301
1000	591	15	330
1000	117	19	341
2000	1844	11	221
2000	1917	19	311
2000	1447	21	331
2000	219	11	231
2000	1694	19	411
2000	1120	19	291
2000	795	21	390
2000	1956	19	311
2000	1812	19	251
2000	1481	17	291
2000	734	21	300
2000	91	21	311
2000	220	21	321
2000	29	19	371
2000	641	13	270
2000	349	21	361
2000	715	21	310
2000	1599	21	331
2000	1271	21	321
2000	10	21	280
2000	1370	19	311
2000	406	21	331
2000	356	17	290
2000	1687	19	291
2000	842	21	311
