1000	-1	20	271
2000	-1	22	241
3000	-1	24	231
4000	-1	24	261
5000	-1	26	251
6000	-1	26	340
7000	-1	26	341
8000	-1	26	251
9000	-1	28	361
10000	-1	28	281
11000	-1	28	261
12000	-1	28	912
13000	-1	28	261
14000	-1	28	241
15000	-1	28	261
16000	-1	28	411
17000	-1	30	2234
18000	-1	30	701
19000	-1	30	1593
20000	-1	30	361
21000	-1	30	751
22000	-1	30	431
23000	-1	30	761
24000	-1	30	882
25000	-1	30	431
26000	-1	30	311
27000	-1	30	471
28000	-1	30	712
29000	-1	30	380
30000	-1	30	401
31000	-1	30	431
32000	-1	30	291
33000	-1	32	481
34000	-1	32	441
35000	-1	32	431
36000	-1	32	481
37000	-1	32	391
38000	-1	32	381
39000	-1	32	371
40000	-1	32	401
41000	-1	32	421
42000	-1	32	451
43000	-1	32	421
44000	-1	32	541
45000	-1	32	421
46000	-1	32	391
47000	-1	32	1203
48000	-1	32	912
49000	-1	32	310
50000	-1	32	511
51000	-1	32	530
52000	-1	32	311
53000	-1	32	440
54000	-1	32	391
55000	-1	32	441
56000	-1	32	421
57000	-1	32	410
58000	-1	32	371
59000	-1	32	421
60000	-1	32	431
61000	-1	32	370
62000	-1	32	361
63000	-1	32	561
64000	-1	32	1513
65000	-1	32	1353
66000	-1	34	1753
67000	-1	34	812
68000	-1	34	1644
69000	-1	34	441
70000	-1	34	1332
71000	-1	34	1193
72000	-1	34	922
73000	-1	34	652
74000	-1	34	922
75000	-1	34	461
76000	-1	34	471
77000	-1	34	470
78000	-1	34	481
79000	-1	34	461
80000	-1	34	571
81000	-1	34	451
82000	-1	34	501
83000	-1	34	1362
84000	-1	34	1002
85000	-1	34	541
86000	-1	34	461
87000	-1	34	460
88000	-1	34	610
89000	-1	34	450
90000	-1	34	341
91000	-1	34	431
92000	-1	34	461
93000	-1	34	461
94000	-1	34	460
95000	-1	34	521
96000	-1	34	420
97000	-1	34	431
98000	-1	34	481
99000	-1	34	531
100000	-1	34	471
