100	3606	30
100	3607	39
100	3681	31
100	3669	38
100	3554	29
100	3442	28
100	3566	30
100	3550	29
100	3429	30
100	3459	30
100	3649	31
100	3617	30
100	3653	29
100	3188	28
100	3616	30
100	3601	29
100	3143	28
100	3246	27
100	3463	29
100	3498	28
100	3252	27
100	3473	29
100	3499	28
100	3324	29
100	3558	29
100	3480	28
100	3684	30
100	3280	28
100	3586	28
100	3430	30
100	3207	29
100	3743	36
100	3545	29
100	3186	27
100	3423	30
100	3751	30
100	3610	30
100	3744	31
100	3629	57
100	3090	26
100	3178	27
100	3601	28
100	3289	27
100	3674	30
100	2954	26
100	3474	29
100	3650	37
100	3456	28
100	3225	28
100	3013	26
100	3659	29
100	3708	29
100	3343	29
100	3714	28
100	3389	28
100	3767	31
100	3451	29
100	3627	30
100	3256	27
100	3320	29
100	3563	29
100	3622	30
100	3124	28
100	3609	30
100	3601	29
100	3692	30
100	3334	27
100	3040	26
100	3591	30
100	3763	31
100	3571	29
100	3517	35
100	3441	30
100	3358	27
100	3651	30
100	3406	29
100	3447	30
100	3645	30
100	3502	29
100	3566	55
100	3393	28
100	3545	30
100	3288	28
100	3428	28
100	3295	28
100	3494	30
100	3122	33
100	3753	30
100	3350	28
100	3715	31
100	3631	30
100	3518	30
100	3714	31
100	3698	30
100	2913	25
100	3241	27
100	3586	30
100	3623	29
100	3682	30
100	3589	37
200	8429	62
200	8656	63
200	7463	58
200	9105	65
200	8833	64
200	8290	62
200	8204	60
200	9110	66
200	8816	63
200	7849	59
200	8613	62
200	8960	63
200	8773	64
200	8673	71
200	8626	65
200	8664	62
200	8476	62
200	8386	61
200	8742	62
200	8844	78
200	8801	64
200	8879	63
200	8474	62
200	8785	64
200	8885	62
200	8917	65
200	8747	81
200	8334	98
200	7982	80
200	8732	65
200	8050	59
200	8731	65
200	8600	63
200	8466	216
200	8714	64
200	8773	65
200	8697	66
200	8471	77
200	8136	60
200	8297	62
200	8531	63
200	8633	63
200	9003	78
200	8547	77
200	9016	83
200	8863	82
200	8835	66
200	8723	65
200	8263	63
200	8447	74
200	8955	84
200	8693	83
200	8789	64
200	8216	81
200	8233	82
200	8966	85
200	8176	77
200	8625	82
200	8280	80
200	8304	64
200	8305	63
200	8868	65
200	8724	74
200	8892	82
200	8546	64
200	8852	65
200	8712	65
200	8653	67
200	8682	65
200	8840	66
200	8903	67
200	8726	66
200	8793	72
200	8639	64
200	9148	78
200	8747	64
200	9065	67
200	9002	66
200	8564	65
200	8807	214
200	8112	256
200	9026	91
200	8020	60
200	8555	79
200	8640	142
200	8638	62
200	8984	65
200	8288	62
200	8280	62
200	8161	63
200	8774	203
200	8723	65
200	8791	64
200	8971	66
200	8763	64
200	8952	67
200	8942	64
200	8711	64
200	8568	64
200	8784	65
300	14780	99
300	15419	105
300	14929	104
300	15054	107
300	14635	117
300	14930	102
300	14312	100
300	14608	105
300	14667	107
300	14559	103
300	15166	104
300	13842	100
300	14807	102
300	14937	104
300	13956	98
300	15334	131
300	15065	255
300	15079	130
300	15413	245
300	14657	102
300	15705	107
300	14625	100
300	14783	104
300	14527	102
300	14386	102
300	14226	100
300	15172	103
300	15089	116
300	14316	101
300	15388	106
300	14804	102
300	14966	104
300	13869	109
300	15153	106
300	15133	103
300	14334	101
300	15113	105
300	14595	102
300	15012	105
300	14848	103
300	14748	103
300	15238	132
300	14914	149
300	14963	107
300	15426	105
300	14769	106
300	15257	143
300	14552	101
300	14821	103
300	14486	276
300	14117	101
300	14971	265
300	15000	102
300	14564	104
300	14077	101
300	15398	109
300	14732	104
300	15273	134
300	14690	107
300	15128	107
300	14869	105
300	14915	105
300	14999	105
300	15106	103
300	15250	107
300	14932	105
300	14731	102
300	13312	95
300	14525	99
300	15018	106
300	15280	127
300	13686	97
300	13800	98
300	13699	98
300	15050	104
300	14759	103
300	13873	99
300	14255	100
300	14919	108
300	15001	102
300	15019	103
300	14757	104
300	14893	129
300	14507	104
300	15020	104
300	15116	105
300	14013	98
300	15025	109
300	12524	96
300	14660	103
300	14940	103
300	14977	104
300	14384	101
300	15344	108
300	13524	97
300	14673	187
300	14909	103
300	15014	183
300	14993	105
300	14891	104
400	20711	142
400	21362	145
400	20991	157
400	21203	743
400	21476	156
400	20724	144
400	20869	139
400	20552	180
400	21029	180
400	21193	141
400	21679	145
400	19969	176
400	20766	143
400	21070	141
400	19923	137
400	20997	143
400	20777	142
400	20702	139
400	20913	268
400	21071	143
400	20818	176
400	19950	137
400	21296	263
400	20790	166
400	19761	134
400	20838	141
400	20674	175
400	21145	145
400	20195	249
400	20860	142
400	21302	144
400	20822	143
400	20705	349
400	21268	145
400	20998	153
400	20396	291
400	20172	139
400	20631	154
400	20818	237
400	20825	148
400	20997	141
400	20862	141
400	21149	241
400	21275	143
400	20332	146
400	20832	143
400	21087	143
400	21099	181
400	20767	145
400	20715	142
400	20876	234
400	20699	268
400	21383	301
400	20578	145
400	20680	143
400	21154	140
400	20766	140
400	20504	143
400	19544	133
400	21889	145
400	20694	245
400	20955	144
