100	20	717	289	10
100	20	737	277	11
100	20	703	283	9
100	20	801	328	9
100	20	688	256	9
100	20	690	255	11
100	20	649	299	9
100	20	746	278	9
100	20	709	302	9
100	20	760	299	9
100	20	665	307	8
100	20	675	272	9
100	20	790	306	10
100	20	723	297	9
100	20	635	286	9
100	20	644	279	10
100	20	787	309	9
100	20	762	336	10
100	20	740	319	9
100	20	728	298	11
100	20	727	312	9
100	20	672	285	9
100	20	738	332	9
100	20	833	272	10
100	20	645	292	9
100	20	715	303	10
100	20	798	306	10
100	20	701	310	9
100	20	740	315	10
100	20	636	287	8
100	20	655	289	8
100	20	708	277	9
100	20	710	302	9
100	20	687	251	9
100	20	577	225	7
100	20	714	308	9
100	20	779	296	9
100	20	705	287	8
100	20	714	273	9
100	20	677	316	116
100	20	706	274	8
100	20	712	314	9
100	20	581	268	8
100	20	730	299	9
100	20	597	270	9
100	20	632	268	8
100	20	739	281	10
100	20	719	339	12
100	20	670	282	10
100	20	762	321	10
100	20	720	260	9
100	20	683	275	9
100	20	741	326	9
100	20	669	324	8
100	20	687	285	9
100	20	817	326	10
100	20	765	301	10
100	20	753	292	9
100	20	761	319	10
100	20	809	337	9
100	20	613	276	8
100	20	703	278	9
100	20	692	274	11
100	20	770	298	10
100	20	659	285	9
100	20	679	291	8
100	20	762	315	10
100	20	737	316	9
100	20	763	361	10
100	20	738	304	9
100	20	700	286	9
100	20	764	290	9
100	20	686	286	9
100	20	761	322	9
100	20	670	269	9
100	20	669	302	8
100	20	791	329	10
100	20	750	308	9
100	20	749	301	9
100	20	864	346	10
100	20	740	286	9
100	20	792	323	9
100	20	808	285	10
100	20	726	289	9
100	20	813	301	12
100	20	699	307	9
100	20	751	284	9
100	20	706	312	10
100	20	674	262	9
100	20	641	292	8
100	20	606	270	7
100	20	799	305	9
100	20	678	300	9
100	20	687	274	9
100	20	732	310	9
100	20	798	327	13
100	20	743	281	9
100	20	690	309	9
100	20	613	258	8
100	20	702	284	9
100	40	776	330	11
100	40	671	286	8
100	40	598	278	7
100	40	796	314	10
100	40	773	300	9
100	40	657	265	8
100	40	808	309	10
100	40	763	334	9
100	40	565	244	8
100	40	767	301	9
100	40	652	299	9
100	40	860	339	11
100	40	655	275	8
100	40	619	267	10
100	40	766	348	10
100	40	704	306	9
100	40	629	276	8
100	40	667	292	9
100	40	711	292	8
100	40	699	282	9
100	40	655	291	8
100	40	700	325	10
100	40	714	275	9
100	40	790	329	10
100	40	763	318	9
100	40	674	261	9
100	40	629	295	9
100	40	753	293	9
100	40	629	282	9
100	40	663	251	9
100	40	608	274	9
100	40	823	308	10
100	40	622	271	8
100	40	681	321	10
100	40	800	278	9
100	40	593	302	10
100	40	771	322	9
100	40	622	256	10
100	40	858	329	10
100	40	646	247	9
100	40	646	306	9
100	40	727	256	9
100	40	647	238	8
100	40	720	278	10
100	40	763	315	9
100	40	779	358	13
100	40	622	301	9
100	40	655	258	8
100	40	649	276	8
100	40	683	294	9
100	40	778	324	10
100	40	590	237	8
100	40	665	303	9
100	40	829	340	10
100	40	724	309	9
100	40	739	316	9
100	40	734	278	9
100	40	698	326	8
100	40	734	301	9
100	40	760	316	10
100	40	645	296	8
100	40	779	323	10
100	40	666	279	10
100	40	756	314	9
100	40	681	279	8
100	40	648	276	9
100	40	773	294	9
100	40	656	269	9
100	40	686	276	8
100	40	656	257	8
100	40	644	283	11
100	40	653	302	9
100	40	792	321	9
100	40	736	308	9
100	40	615	263	8
100	40	701	278	8
100	40	651	261	8
100	40	604	261	8
100	40	681	314	10
100	40	755	318	9
100	40	593	282	9
100	40	803	338	11
100	40	716	315	9
100	40	691	277	9
100	40	594	279	9
100	40	657	294	9
100	40	739	310	10
100	40	780	298	10
100	40	810	327	10
100	40	744	288	9
100	40	666	248	9
100	40	692	299	9
100	40	699	281	8
100	40	767	304	10
100	40	780	347	9
100	40	612	258	8
100	40	615	275	7
100	40	823	340	10
100	40	781	324	9
100	40	646	276	9
100	60	661	299	8
100	60	732	334	10
100	60	694	281	9
100	60	718	299	8
100	60	775	312	10
100	60	675	289	8
100	60	789	314	10
100	60	737	308	9
100	60	759	307	9
100	60	713	303	10
100	60	672	272	9
100	60	696	283	9
100	60	632	299	9
100	60	745	361	23
100	60	675	274	10
100	60	644	292	9
100	60	651	300	11
100	60	642	309	9
100	60	696	276	10
100	60	670	286	9
100	60	658	288	9
100	60	680	311	8
100	60	631	251	8
100	60	610	248	7
100	60	728	321	9
100	60	680	304	9
100	60	746	301	10
100	60	779	301	9
100	60	746	278	12
100	60	612	266	8
100	60	749	315	9
100	60	681	295	9
100	60	777	317	9
100	60	734	292	11
100	60	639	274	10
100	60	704	294	9
100	60	729	349	10
100	60	710	288	9
100	60	684	307	9
100	60	628	246	8
100	60	665	290	9
100	60	659	288	8
100	60	748	305	9
100	60	671	295	10
100	60	707	277	9
100	60	684	275	8
100	60	590	276	8
100	60	700	301	9
100	60	730	293	11
100	60	663	270	9
100	60	627	309	8
100	60	688	272	9
100	60	595	277	8
100	60	732	289	9
100	60	830	290	10
100	60	684	290	9
100	60	662	245	9
100	60	632	280	8
100	60	699	307	9
100	60	751	297	10
100	60	598	278	8
100	60	722	293	10
100	60	728	296	8
100	60	674	329	9
100	60	768	337	9
100	60	702	279	8
100	60	647	293	9
100	60	702	324	9
100	60	695	270	8
100	60	640	291	9
100	60	595	268	7
100	60	701	261	8
100	60	711	314	9
100	60	723	295	10
100	60	668	271	8
100	60	714	321	9
100	60	629	305	9
100	60	760	299	10
100	60	739	298	9
100	60	772	309	9
100	60	703	313	8
100	60	736	302	10
100	60	621	258	8
100	60	738	285	9
100	60	657	277	8
100	60	662	265	8
100	60	727	324	9
100	60	812	328	10
100	60	783	336	10
100	60	671	300	9
100	60	772	295	10
100	60	648	296	9
100	60	766	323	12
100	60	564	250	9
100	60	772	316	9
100	60	715	344	9
100	60	685	309	9
100	60	725	311	10
100	60	625	312	8
100	60	667	273	10
100	80	801	341	10
100	80	652	280	9
100	80	676	307	9
100	80	665	265	9
100	80	714	284	9
100	80	660	261	8
100	80	704	299	9
100	80	799	315	9
100	80	724	291	10
100	80	730	319	9
100	80	751	320	12
100	80	656	280	8
100	80	667	303	9
100	80	675	313	9
100	80	783	320	13
100	80	679	299	8
100	80	624	290	20
100	80	709	299	9
100	80	682	295	9
100	80	652	279	11
100	80	696	295	10
100	80	647	296	9
100	80	737	293	9
100	80	737	326	9
100	80	771	323	96
100	80	754	334	9
100	80	523	220	7
100	80	596	250	11
100	80	616	284	8
100	80	530	226	7
100	80	539	209	8
100	80	733	284	9
100	80	748	326	10
100	80	610	255	8
100	80	621	283	8
100	80	705	281	9
100	80	755	299	9
100	80	681	333	8
100	80	707	306	9
100	80	647	266	8
100	80	635	270	8
100	80	650	290	8
100	80	653	290	9
100	80	611	293	8
100	80	758	344	13
100	80	672	273	8
100	80	639	280	8
100	80	658	272	9
100	80	715	299	9
100	80	583	234	8
100	80	771	316	10
100	80	682	287	9
100	80	620	250	8
100	80	676	290	9
100	80	667	294	9
100	80	551	274	7
100	80	722	282	9
100	80	608	295	8
100	80	709	344	10
100	80	690	260	10
100	80	650	301	9
100	80	629	291	9
100	80	704	261	9
100	80	619	277	8
100	80	767	292	9
100	80	672	289	9
100	80	637	305	9
100	80	699	309	8
100	80	736	326	9
100	80	589	249	8
100	80	680	297	9
100	80	639	303	8
100	80	659	308	9
100	80	695	301	10
100	80	574	272	8
100	80	617	245	8
100	80	680	301	9
100	80	526	238	7
100	80	690	320	10
100	80	674	299	8
100	80	688	325	8
100	80	736	298	11
100	80	664	263	9
100	80	711	322	10
100	80	805	328	10
100	80	828	305	10
100	80	658	279	8
100	80	633	282	8
100	80	770	332	10
100	80	656	284	9
100	80	711	332	9
100	80	710	305	9
100	80	716	290	9
100	80	675	272	8
100	80	824	399	11
100	80	593	255	7
100	80	686	322	9
100	80	804	337	10
100	80	800	303	9
100	80	727	316	9
100	100	658	273	9
