100	553	7
100	573	6
100	600	7
100	555	6
100	635	6
100	660	8
100	585	6
100	652	6
100	666	8
100	665	6
100	607	6
100	565	6
100	820	7
100	626	6
100	595	6
100	676	7
100	592	6
100	720	6
100	726	7
100	619	6
100	620	6
100	712	6
100	661	7
100	620	6
100	683	7
100	551	6
100	667	7
100	728	6
100	607	6
100	666	7
100	628	7
100	585	6
100	671	6
100	658	6
100	707	8
100	648	6
100	634	7
100	666	6
100	623	7
100	582	6
100	628	6
100	655	6
100	593	6
100	606	6
100	592	6
100	637	6
100	667	6
100	575	6
100	580	6
100	681	6
100	596	6
100	755	6
100	608	6
100	644	6
100	636	7
100	644	8
100	667	6
100	594	6
100	612	5
100	630	6
100	603	6
100	700	8
100	593	6
100	596	6
100	771	7
100	718	8
100	621	6
100	759	7
100	608	6
100	668	6
100	633	7
100	611	7
100	598	6
100	602	6
100	730	6
100	676	6
100	616	7
100	654	7
100	664	6
100	616	6
100	709	8
100	740	7
100	618	6
100	681	7
100	631	6
100	615	6
100	632	6
100	787	6
100	868	8
100	652	6
100	627	6
100	649	6
100	571	6
100	678	6
100	651	6
100	636	6
100	551	6
100	663	7
100	675	6
100	645	6
200	1489	14
200	1490	14
200	1540	14
200	1462	13
200	1702	14
200	1728	14
200	1574	14
200	1840	15
200	1575	15
200	1560	14
200	1542	16
200	1553	13
200	1534	14
200	1529	14
200	1644	14
200	1449	13
200	1590	18
200	1685	14
200	1493	13
200	1797	14
200	1521	13
200	1692	17
200	1589	14
200	1806	14
200	1524	14
200	1450	14
200	1624	14
200	1493	17
200	1577	15
200	1558	13
200	1437	13
200	1561	26
200	1763	18
200	1471	13
200	1493	14
200	1568	17
200	1550	14
200	1591	14
200	1432	13
200	1953	16
200	1595	14
200	1471	13
200	1574	14
200	1506	14
200	1923	13
200	1560	14
200	1458	13
200	1482	13
200	1591	14
200	1426	13
200	1516	14
200	1500	14
200	1725	14
200	1441	14
200	1673	14
200	1470	14
200	1700	13
200	1650	14
200	1783	14
200	1513	14
200	1515	14
200	1513	14
200	1633	14
200	1717	14
200	1493	13
200	1388	13
200	1737	13
200	1352	13
200	1942	14
200	1346	13
200	1559	14
200	1561	14
200	1518	14
200	1461	13
200	1449	14
200	1470	15
200	1452	13
200	1701	14
200	1534	14
200	1531	14
200	1444	13
200	1374	13
200	1708	14
200	1543	14
200	1396	14
200	1532	13
200	1465	14
200	1610	14
200	1862	15
200	1861	15
200	1565	14
200	1650	17
200	1509	14
200	1396	14
200	1495	14
200	1509	14
200	1638	13
200	1563	13
200	1455	13
200	1668	18
300	2798	22
300	2830	21
300	2632	21
300	2504	22
300	2569	21
300	2346	22
300	2379	21
300	3473	24
300	2921	28
300	2585	28
300	2984	23
300	2554	21
300	2490	22
300	2356	21
300	2505	21
300	2678	27
300	2824	28
300	2512	21
300	2649	28
300	2686	123
300	2396	27
300	2992	23
300	2313	21
300	2244	23
300	2290	21
300	2661	22
300	3272	23
300	3018	22
300	2393	22
300	2511	21
300	2765	23
300	3181	22
300	2476	23
300	2471	21
300	2443	21
300	2887	22
300	2444	21
300	2444	21
300	2433	22
300	2726	21
300	2441	21
300	2875	23
300	2616	22
300	2619	21
300	2615	22
300	2447	21
300	2612	22
300	2660	23
300	2474	22
300	2375	27
300	2372	21
300	2279	20
300	2356	21
300	2741	27
300	2873	22
300	2498	21
300	2507	21
300	2819	24
300	2596	21
300	3016	35
300	2332	21
300	2395	21
300	2350	21
300	2402	22
300	2899	22
300	2481	21
300	2559	22
300	2677	23
300	2553	22
300	2602	21
300	2775	22
300	2583	22
300	2711	22
300	2547	22
300	2417	25
300	2578	22
300	2674	20
300	2488	26
300	2823	23
300	2491	22
300	2309	20
