100	2848	17
200	6931	34
300	11724	54
400	16429	72
500	20976	91
600	27263	116
700	31172	238
800	38083	161
900	42495	174
1000	48415	296
1100	53089	216
1200	62256	246
1300	66319	265
1400	71458	287
1500	75972	300
1600	86600	379
1700	89831	355
1800	96912	403
1900	100660	402
2000	110087	436
2100	114164	453
2200	120558	469
2300	129528	531
2400	140353	541
2500	144370	565
2600	149507	585
2700	148478	587
2800	161430	623
2900	167995	660
3000	171793	665
3100	173311	694
3200	194326	742
3300	195739	857
3400	202052	830
3500	200844	770
3600	217637	829
3700	218023	839
3800	226784	872
3900	227026	867
4000	247023	944
4100	243184	920
4200	255814	992
4300	252310	956
4400	270431	1017
4500	279027	1066
4600	289365	1100
4700	290479	1110
4800	312890	1211
4900	315163	1213
5000	321899	1255
5100	321882	1232
5200	333337	1263
5300	333903	1294
5400	332590	1274
5500	341755	1317
5600	359804	1377
5700	362743	1527
5800	374564	1416
5900	371800	1448
6000	383692	1588
6100	385121	1627
6200	387537	1550
6300	394480	1695
6400	431436	1679
6500	421265	1624
6600	434876	1657
6700	425338	1631
6800	449509	2053
6900	437574	1986
7000	448433	1755
7100	447593	1706
7200	483312	1873
7300	470817	1786
7400	485203	1923
7500	474541	2391
7600	504290	2043
7700	507169	1954
7800	506570	2534
7900	508169	2064
8000	548142	2120
8100	541493	2065
8200	540611	2344
8300	542847	2166
8400	567597	2776
8500	567796	2198
8600	561373	2250
8700	565439	2147
8800	600390	2313
8900	605011	2534
9000	618406	2360
9100	607960	2587
9200	640009	2712
9300	648203	2637
9400	643761	2592
9500	635374	2536
9600	689941	3040
9700	681756	2780
9800	696168	2804
9900	675413	2674
10000	711245	3086
