100	3638	24
200	8290	43
300	14520	88
400	19638	90
500	24430	111
600	32276	149
700	40384	181
800	47853	215
900	55025	243
1000	57629	247
1100	63866	269
1200	73798	315
1300	79360	355
1400	85170	415
1500	92449	397
1600	100788	443
1700	110537	511
1800	119849	586
1900	130374	679
2000	135362	570
2100	147081	618
2200	154286	644
2300	166761	705
2400	174383	827
2500	182528	769
2600	189430	809
2700	198597	818
2800	203727	957
2900	204545	896
3000	210661	979
3100	216272	874
3200	224883	946
3300	233839	944
3400	247756	1147
3500	255530	1082
3600	266915	1071
3700	269536	1080
3800	274942	1269
3900	287481	1151
4000	296570	1180
4100	300657	1229
4200	309250	1317
4300	315031	1423
4400	323314	1540
4500	334906	1480
4600	338327	1481
4700	338673	1386
4800	363589	1613
4900	370253	1576
5000	386009	1717
5100	395829	1726
5200	410259	1954
5300	414996	1822
5400	427723	1844
5500	434027	1740
5600	436957	1767
5700	462235	2537
5800	472577	2074
5900	473788	2156
6000	483547	2142
6100	489581	2158
6200	501875	2224
6300	520967	2238
6400	527131	2108
6500	525576	2284
6600	545621	2379
6700	558485	2251
6800	570849	2501
6900	589163	2521
7000	599140	2514
7100	599780	2549
7200	615296	2611
7300	620895	2689
7400	612619	2580
7500	642795	2799
7600	651092	2875
7700	656630	2721
7800	670331	3016
7900	681299	2811
8000	681408	3145
8100	697669	2982
8200	701864	3196
8300	695162	2907
8400	717915	2857
8500	718485	2984
8600	709316	2961
8700	724340	3178
8800	735796	3393
8900	732814	3170
9000	747519	3169
9100	752122	3052
9200	741312	3038
9300	766957	3439
9400	774733	3194
9500	776484	3179
9600	798712	3385
9700	813948	3204
9800	814138	3183
9900	828554	3364
10000	836016	3946
