100	20	809	428	9
100	20	938	469	12
100	20	962	503	11
100	20	896	460	10
100	20	832	364	9
100	20	785	415	9
100	20	856	421	9
100	20	760	377	9
100	20	791	451	9
100	20	766	383	9
100	20	782	431	10
100	20	861	440	10
100	20	812	389	9
100	20	748	398	10
100	20	832	416	8
100	20	944	466	10
100	20	851	452	9
100	20	810	428	9
100	20	845	424	12
100	20	916	500	9
100	20	809	436	11
100	20	937	441	10
100	20	834	396	9
100	20	807	391	9
100	20	743	435	12
100	20	860	440	9
100	20	823	406	9
100	20	958	494	9
100	20	801	399	14
100	20	824	374	10
100	20	858	402	9
100	20	860	488	13
100	20	864	429	11
100	20	837	441	9
100	20	878	461	10
100	20	853	415	10
100	20	853	439	10
100	20	801	397	9
100	20	849	388	10
100	20	949	493	10
100	20	862	442	10
100	20	832	446	9
100	20	918	449	13
100	20	874	434	9
100	20	858	406	9
100	20	856	422	13
100	20	876	434	10
100	20	942	467	11
100	20	828	439	8
100	20	885	461	10
100	20	735	404	9
100	20	853	443	9
100	20	835	413	9
100	20	918	445	9
100	20	924	434	10
100	20	849	463	9
100	20	836	431	9
100	20	806	406	9
100	20	889	418	9
100	20	902	419	10
100	20	858	422	10
100	20	855	404	10
100	20	803	370	10
100	20	786	412	9
100	20	608	330	8
100	20	823	398	9
100	20	914	473	10
100	20	820	444	9
100	20	754	386	9
100	20	823	429	9
100	20	905	426	9
100	20	966	490	10
100	20	817	423	10
100	20	814	390	9
100	20	883	419	23
100	20	895	446	10
100	20	813	387	9
100	20	869	409	9
100	20	748	437	9
100	20	810	413	9
100	20	744	432	9
100	20	876	450	10
100	20	705	365	9
100	20	946	418	10
100	20	837	461	9
100	20	859	459	9
100	20	920	411	10
100	20	876	486	10
100	20	868	417	9
100	20	903	436	9
100	20	743	395	8
100	20	775	413	8
100	20	858	444	9
100	20	861	461	11
100	20	872	482	10
100	20	787	432	8
100	20	952	483	10
100	20	818	396	9
100	20	749	342	8
100	20	834	379	9
100	40	901	472	13
100	40	965	531	10
100	40	774	425	10
100	40	778	417	9
100	40	756	406	12
100	40	874	436	9
100	40	798	437	10
100	40	796	400	8
100	40	938	503	10
100	40	798	420	9
100	40	784	386	9
100	40	823	399	8
100	40	858	431	9
100	40	817	480	10
100	40	793	431	9
100	40	874	413	9
100	40	986	490	10
100	40	787	412	9
100	40	884	441	10
100	40	767	436	9
100	40	843	457	9
100	40	947	471	10
100	40	770	379	8
100	40	853	439	9
100	40	864	431	10
100	40	729	405	9
100	40	765	402	9
100	40	902	456	13
100	40	988	470	11
100	40	774	418	9
100	40	868	429	9
100	40	725	387	9
100	40	807	402	9
100	40	1033	509	10
100	40	772	437	9
100	40	739	386	9
100	40	783	352	9
100	40	846	446	9
100	40	799	423	9
100	40	899	439	11
100	40	778	365	8
100	40	782	405	9
100	40	837	445	9
100	40	792	446	9
100	40	913	439	10
100	40	805	411	8
100	40	684	396	9
100	40	775	430	9
100	40	789	456	8
100	40	783	362	9
100	40	815	411	9
100	40	686	356	8
100	40	819	418	9
100	40	805	457	9
100	40	813	408	9
100	40	900	413	9
100	40	770	392	9
100	40	749	402	9
100	40	822	422	9
100	40	852	454	9
100	40	822	445	10
100	40	695	359	8
100	40	838	416	10
100	40	789	341	8
100	40	859	462	10
100	40	832	445	12
100	40	737	401	8
100	40	780	415	9
100	40	926	487	10
100	40	819	396	9
100	40	770	427	9
100	40	793	401	9
100	40	785	408	9
100	40	848	378	9
100	40	842	459	9
100	40	852	456	9
100	40	797	441	10
100	40	880	418	10
100	40	859	429	11
100	40	768	408	9
100	40	898	478	9
100	40	835	440	10
100	40	808	370	9
100	40	1003	476	10
100	40	796	423	11
100	40	777	426	9
100	40	757	405	8
100	40	941	489	10
100	40	868	461	10
100	40	1010	518	12
100	40	866	465	9
100	40	853	444	9
100	40	865	424	11
100	40	804	452	8
100	40	811	418	9
100	40	795	426	9
100	40	764	425	9
100	40	724	412	8
100	40	775	409	9
100	40	791	411	10
100	60	777	384	9
100	60	746	371	8
100	60	782	399	9
100	60	769	434	10
100	60	866	462	10
100	60	870	449	9
100	60	816	426	9
100	60	767	365	10
100	60	878	480	10
100	60	873	465	11
100	60	808	441	10
100	60	802	410	8
100	60	867	427	9
100	60	899	385	9
100	60	781	412	9
100	60	771	397	9
100	60	919	470	10
100	60	932	466	9
100	60	787	371	9
100	60	777	401	8
100	60	813	425	11
100	60	783	386	9
100	60	881	483	10
100	60	957	470	10
100	60	927	486	24
100	60	796	431	9
100	60	831	434	10
100	60	882	465	9
100	60	836	466	9
100	60	851	422	9
100	60	883	491	10
100	60	796	406	9
