n	czas	liczbaPorównań
2000	61352	4000000
2000	62086	4000000
2000	60962	4000000
2000	60807	4000000
2000	61914	4000000
2000	60308	4000000
2000	63024	4000000
2000	61755	4000000
2000	60836	4000000
2000	62979	4000000
2000	63160	4000000
2000	63103	4000000
2000	61061	4000000
2000	62402	4000000
2000	60773	4000000
2000	60277	4000000
2000	62772	4000000
2000	61920	4000000
2000	61914	4000000
2000	60612	4000000
2000	61042	4000000
2000	58872	4000000
2000	62527	4000000
2000	61125	4000000
2000	62298	4000000
2000	60997	4000000
2000	60850	4000000
2000	59985	4000000
2000	60881	4000000
2000	58172	4000000
2000	60892	4000000
2000	60769	4000000
2000	61717	4000000
2000	61303	4000000
2000	60487	4000000
2000	60835	4000000
2000	61013	4000000
2000	60343	4000000
2000	60304	4000000
2000	59774	4000000
2000	59802	4000000
2000	62618	4000000
2000	59937	4000000
2000	60996	4000000
2000	62351	4000000
2000	61255	4000000
2000	61740	4000000
2000	60771	4000000
2000	61261	4000000
2000	61022	4000000
2000	60790	4000000
2000	60357	4000000
2000	62461	4000000
2000	61666	4000000
2000	60731	4000000
2000	63286	4000000
2000	60652	4000000
2000	60909	4000000
2000	61247	4000000
2000	61164	4000000
2000	60798	4000000
2000	61951	4000000
2000	60861	4000000
2000	63211	4000000
2000	60028	4000000
2000	60370	4000000
2000	60782	4000000
2000	62883	4000000
2000	61462	4000000
2000	60708	4000000
2000	60531	4000000
2000	62409	4000000
2000	62647	4000000
2000	60596	4000000
2000	62243	4000000
2000	60913	4000000
2000	62523	4000000
2000	60727	4000000
2000	60422	4000000
2000	61028	4000000
2000	61440	4000000
2000	61168	4000000
2000	61208	4000000
2000	61524	4000000
2000	60644	4000000
2000	59881	4000000
2000	60663	4000000
2000	61437	4000000
2000	62101	4000000
2000	60141	4000000
2000	61481	4000000
2000	61094	4000000
2000	60386	4000000
2000	60460	4000000
2000	63557	4000000
2000	61075	4000000
2000	62150	4000000
2000	60532	4000000
2000	60570	4000000
2000	62435	4000000
2000	60113	4000000
2000	61275	4000000
2000	60369	4000000
2000	62389	4000000
2000	62633	4000000
2000	62699	4000000
2000	63390	4000000
2000	62963	4000000
2000	63863	4000000
2000	61747	4000000
2000	64109	4000000
2000	61864	4000000
2000	59793	4000000
2000	59883	4000000
2000	60498	4000000
2000	61754	4000000
2000	62493	4000000
2000	61253	4000000
2000	63004	4000000
2000	61757	4000000
2000	62081	4000000
2000	62726	4000000
2000	64696	4000000
2000	62374	4000000
2000	67480	4000000
2000	65057	4000000
2000	62798	4000000
2000	62208	4000000
2000	61787	4000000
2000	63010	4000000
2000	64316	4000000
2000	61550	4000000
2000	64238	4000000
2000	62146	4000000
2000	59719	4000000
2000	67681	4000000
2000	66078	4000000
2000	61979	4000000
2000	63852	4000000
2000	62677	4000000
2000	63648	4000000
2000	61256	4000000
2000	63290	4000000
2000	60984	4000000
2000	60729	4000000
2000	61406	4000000
2000	61939	4000000
2000	61450	4000000
2000	62471	4000000
2000	61332	4000000
2000	63072	4000000
2000	62245	4000000
2000	64385	4000000
2000	62790	4000000
2000	61119	4000000
2000	60720	4000000
2000	61630	4000000
2000	66713	4000000
2000	60622	4000000
2000	63599	4000000
2000	61429	4000000
2000	61859	4000000
2000	60464	4000000
2000	60323	4000000
2000	62184	4000000
2000	64725	4000000
2000	64708	4000000
2000	64391	4000000
2000	62378	4000000
2000	64152	4000000
2000	62692	4000000
2000	61775	4000000
2000	62581	4000000
2000	61742	4000000
2000	63751	4000000
2000	67749	4000000
2000	64802	4000000
2000	67359	4000000
2000	63104	4000000
2000	64405	4000000
2000	69720	4000000
2000	67665	4000000
2000	70337	4000000
2000	72213	4000000
2000	67180	4000000
2000	62391	4000000
2000	67987	4000000
2000	64362	4000000
2000	62618	4000000
2000	65898	4000000
2000	61575	4000000
2000	63725	4000000
2000	62647	4000000
2000	63066	4000000
2000	62701	4000000
2000	62458	4000000
2000	64505	4000000
2000	62700	4000000
2000	61061	4000000
2000	64205	4000000
2000	61852	4000000
2000	62509	4000000
2000	63165	4000000
2000	62278	4000000
2000	61103	4000000
2000	64943	4000000
2000	60904	4000000
2000	62455	4000000
2000	62810	4000000
2000	61574	4000000
2000	61827	4000000
2000	62096	4000000
2000	62822	4000000
2000	63501	4000000
2000	62264	4000000
2000	61575	4000000
2000	60031	4000000
2000	60438	4000000
2000	62473	4000000
2000	63451	4000000
2000	61736	4000000
2000	60719	4000000
2000	61594	4000000
2000	61802	4000000
2000	60979	4000000
2000	62772	4000000
2000	63089	4000000
2000	62059	4000000
2000	64174	4000000
2000	61947	4000000
2000	63480	4000000
2000	63282	4000000
2000	75801	4000000
2000	62778	4000000
2000	63184	4000000
2000	62563	4000000
2000	63623	4000000
2000	63084	4000000
2000	62013	4000000
2000	62540	4000000
2000	62755	4000000
2000	65859	4000000
2000	61591	4000000
2000	61509	4000000
2000	64437	4000000
2000	62755	4000000
2000	61657	4000000
2000	63136	4000000
2000	62112	4000000
2000	63188	4000000
2000	63966	4000000
2000	63578	4000000
2000	62904	4000000
2000	61522	4000000
2000	61705	4000000
2000	62232	4000000
2000	63482	4000000
2000	64794	4000000
2000	63321	4000000
2000	62146	4000000
2000	61714	4000000
2000	63552	4000000
2000	61501	4000000
2000	62722	4000000
2000	63347	4000000
2000	62093	4000000
2000	61001	4000000
2000	61791	4000000
2000	61813	4000000
2000	62491	4000000
2000	62612	4000000
2000	61669	4000000
2000	61113	4000000
2000	63220	4000000
2000	61521	4000000
2000	64439	4000000
2000	62254	4000000
2000	62126	4000000
2000	64313	4000000
2000	61309	4000000
2000	63870	4000000
2000	61927	4000000
2000	62066	4000000
2000	60361	4000000
2000	62186	4000000
2000	62770	4000000
2000	61844	4000000
2000	61561	4000000
2000	61594	4000000
2000	62854	4000000
2000	61170	4000000
2000	61206	4000000
2000	62038	4000000
2000	60214	4000000
2000	62729	4000000
2000	61667	4000000
2000	62965	4000000
2000	60691	4000000
2000	62070	4000000
2000	62396	4000000
2000	61448	4000000
2000	60540	4000000
2000	62201	4000000
2000	63019	4000000
2000	60578	4000000
2000	63773	4000000
2000	60337	4000000
2000	61051	4000000
2000	61302	4000000
2000	62722	4000000
2000	62008	4000000
2000	60669	4000000
2000	63184	4000000
2000	60991	4000000
2000	60559	4000000
2000	63108	4000000
2000	60773	4000000
2000	62731	4000000
2000	60891	4000000
2000	62164	4000000
2000	62304	4000000
2000	61352	4000000
2000	62315	4000000
2000	62795	4000000
2000	63358	4000000
2000	60285	4000000
2000	61441	4000000
2000	60659	4000000
2000	61859	4000000
2000	59908	4000000
2000	61321	4000000
2000	60729	4000000
2000	61511	4000000
2000	61101	4000000
2000	62729	4000000
2000	61621	4000000
2000	60658	4000000
2000	60987	4000000
2000	60580	4000000
2000	59454	4000000
2000	61945	4000000
2000	61097	4000000
2000	60926	4000000
2000	60682	4000000
2000	61732	4000000
2000	61663	4000000
2000	62213	4000000
2000	60258	4000000
2000	60166	4000000
2000	62584	4000000
2000	60610	4000000
2000	63025	4000000
2000	61118	4000000
2000	60611	4000000
2000	61218	4000000
2000	60927	4000000
2000	60658	4000000
2000	64122	4000000
2000	59343	4000000
2000	60096	4000000
2000	60227	4000000
2000	60575	4000000
2000	62152	4000000
2000	60630	4000000
2000	60628	4000000
2000	60192	4000000
2000	60652	4000000
2000	60445	4000000
2000	63207	4000000
2000	57813	4000000
2000	59846	4000000
2000	61617	4000000
2000	61842	4000000
2000	60483	4000000
2000	59726	4000000
2000	62961	4000000
2000	62087	4000000
2000	60410	4000000
2000	62187	4000000
2000	58810	4000000
2000	61707	4000000
2000	60851	4000000
2000	60612	4000000
2000	60484	4000000
2000	60730	4000000
2000	60544	4000000
2000	60512	4000000
2000	59455	4000000
2000	60250	4000000
2000	61395	4000000
2000	60881	4000000
2000	60089	4000000
2000	62315	4000000
2000	59058	4000000
2000	61081	4000000
2000	61188	4000000
2000	61243	4000000
2000	60908	4000000
2000	59928	4000000
2000	62241	4000000
2000	62138	4000000
2000	60534	4000000
2000	59893	4000000
2000	59199	4000000
2000	59944	4000000
2000	61215	4000000
2000	61229	4000000
2000	60441	4000000
2000	59876	4000000
2000	61016	4000000
2000	61099	4000000
2000	62379	4000000
2000	61625	4000000
2000	61866	4000000
2000	60947	4000000
2000	61069	4000000
2000	62976	4000000
2000	60397	4000000
2000	64309	4000000
2000	60445	4000000
2000	59190	4000000
2000	60509	4000000
2000	59201	4000000
2000	60743	4000000
2000	61792	4000000
2000	60611	4000000
2000	60804	4000000
2000	61337	4000000
2000	61724	4000000
2000	60610	4000000
2000	61603	4000000
2000	59850	4000000
2000	63639	4000000
2000	61690	4000000
2000	59781	4000000
2000	61979	4000000
2000	60878	4000000
2000	62502	4000000
2000	59591	4000000
2000	61597	4000000
2000	58239	4000000
2000	61426	4000000
2000	61460	4000000
2000	60651	4000000
2000	61981	4000000
2000	59354	4000000
2000	64636	4000000
2000	60116	4000000
2000	60549	4000000
2000	60780	4000000
2000	61284	4000000
2000	60668	4000000
2000	61435	4000000
2000	61928	4000000
2000	59180	4000000
2000	60780	4000000
2000	62875	4000000
2000	60020	4000000
2000	61346	4000000
2000	61049	4000000
2000	60765	4000000
2000	62163	4000000
2000	60867	4000000
2000	58294	4000000
2000	61006	4000000
2000	63550	4000000
2000	62471	4000000
2000	63049	4000000
2000	64239	4000000
2000	62919	4000000
2000	63275	4000000
2000	62553	4000000
2000	63317	4000000
2000	65968	4000000
2000	65112	4000000
2000	66468	4000000
2000	61958	4000000
2000	61805	4000000
2000	66530	4000000
2000	61525	4000000
2000	62496	4000000
2000	62033	4000000
2000	61330	4000000
2000	60498	4000000
2000	62952	4000000
2000	62039	4000000
2000	63603	4000000
2000	62928	4000000
2000	61839	4000000
2000	62526	4000000
2000	61474	4000000
2000	62434	4000000
2000	61897	4000000
2000	61040	4000000
2000	60492	4000000
2000	60578	4000000
2000	61668	4000000
2000	61141	4000000
2000	60538	4000000
2000	62730	4000000
2000	60734	4000000
2000	61441	4000000
2000	64228	4000000
2000	76648	4000000
2000	61024	4000000
2000	60783	4000000
2000	60902	4000000
2000	59458	4000000
2000	59932	4000000
2000	60810	4000000
2000	60728	4000000
2000	63628	4000000
2000	58604	4000000
2000	61518	4000000
2000	63439	4000000
2000	63085	4000000
2000	60789	4000000
2000	62459	4000000
2000	61391	4000000
2000	61652	4000000
2000	61927	4000000
2000	62420	4000000
2000	63470	4000000
2000	60327	4000000
2000	61499	4000000
2000	76097	4000000
2000	62086	4000000
2000	63055	4000000
2000	63930	4000000
2000	64813	4000000
2000	62360	4000000
2000	62782	4000000
2000	61889	4000000
2000	65157	4000000
2000	61521	4000000
2000	62407	4000000
2000	62516	4000000
2000	61542	4000000
2000	62790	4000000
2000	62744	4000000
2000	62447	4000000
2000	62667	4000000
2000	61931	4000000
2000	61446	4000000
2000	60897	4000000
2000	62510	4000000
2000	62915	4000000
2000	63239	4000000
2000	62932	4000000
2000	61495	4000000
2000	61037	4000000
2000	60288	4000000
2000	61952	4000000
2000	60909	4000000
2000	68062	4000000
2000	62133	4000000
2000	61714	4000000
2000	62395	4000000
2000	62114	4000000
2000	73022	4000000
2000	65453	4000000
2000	63550	4000000
2000	60083	4000000
2000	63745	4000000
2000	59847	4000000
2000	71337	4000000
2000	64348	4000000
2000	61397	4000000
2000	58586	4000000
2000	63276	4000000
2000	60352	4000000
2000	64982	4000000
2000	61560	4000000
2000	64839	4000000
2000	62843	4000000
2000	58698	4000000
2000	61432	4000000
2000	59056	4000000
2000	60854	4000000
2000	60528	4000000
2000	62067	4000000
2000	61359	4000000
2000	62591	4000000
2000	59335	4000000
2000	62969	4000000
2000	61790	4000000
2000	62770	4000000
2000	62731	4000000
2000	62276	4000000
2000	60311	4000000
2000	63453	4000000
2000	61760	4000000
2000	61667	4000000
2000	61325	4000000
2000	59378	4000000
2000	63332	4000000
2000	61693	4000000
2000	61970	4000000
2000	61014	4000000
2000	62593	4000000
2000	61493	4000000
2000	60935	4000000
2000	62688	4000000
2000	62492	4000000
2000	60763	4000000
2000	60359	4000000
2000	62080	4000000
2000	60268	4000000
2000	61547	4000000
2000	59963	4000000
2000	63094	4000000
2000	64957	4000000
2000	61599	4000000
2000	61192	4000000
2000	59661	4000000
2000	58862	4000000
2000	60594	4000000
2000	61133	4000000
2000	60876	4000000
2000	60449	4000000
2000	61050	4000000
2000	62197	4000000
2000	63764	4000000
2000	60010	4000000
2000	60784	4000000
2000	60856	4000000
2000	61686	4000000
2000	61365	4000000
2000	62365	4000000
2000	59587	4000000
2000	59658	4000000
2000	59059	4000000
2000	63188	4000000
2000	61895	4000000
2000	61412	4000000
2000	62082	4000000
2000	60730	4000000
2000	60318	4000000
2000	61515	4000000
2000	62196	4000000
2000	62007	4000000
2000	61644	4000000
2000	60711	4000000
2000	63187	4000000
2000	62724	4000000
2000	61118	4000000
2000	61026	4000000
2000	61704	4000000
2000	59501	4000000
2000	60379	4000000
2000	61605	4000000
2000	61702	4000000
2000	61250	4000000
2000	59983	4000000
2000	60948	4000000
2000	63096	4000000
2000	62840	4000000
2000	62334	4000000
2000	60917	4000000
2000	61409	4000000
2000	60911	4000000
2000	61090	4000000
2000	60371	4000000
2000	60753	4000000
2000	60295	4000000
2000	59587	4000000
2000	58859	4000000
2000	60359	4000000
2000	60880	4000000
2000	62577	4000000
2000	62636	4000000
2000	59350	4000000
2000	60954	4000000
2000	60749	4000000
2000	61827	4000000
2000	59784	4000000
2000	62767	4000000
2000	60585	4000000
2000	59222	4000000
2000	62995	4000000
2000	61689	4000000
2000	61411	4000000
2000	64121	4000000
2000	61812	4000000
2000	60519	4000000
2000	61551	4000000
2000	62280	4000000
2000	60780	4000000
2000	60796	4000000
2000	60511	4000000
2000	61767	4000000
2000	61739	4000000
2000	63825	4000000
2000	64057	4000000
2000	61088	4000000
2000	63334	4000000
2000	63194	4000000
2000	61297	4000000
2000	61214	4000000
2000	61468	4000000
2000	59808	4000000
2000	61733	4000000
2000	60255	4000000
2000	62320	4000000
2000	60766	4000000
2000	63405	4000000
2000	62470	4000000
2000	62300	4000000
2000	60133	4000000
2000	61819	4000000
2000	60558	4000000
2000	60758	4000000
2000	61032	4000000
2000	63214	4000000
2000	61042	4000000
2000	63449	4000000
2000	62085	4000000
2000	60115	4000000
2000	62104	4000000
2000	61115	4000000
2000	62468	4000000
2000	62663	4000000
2000	61323	4000000
2000	62604	4000000
2000	60566	4000000
2000	61110	4000000
2000	63412	4000000
2000	61673	4000000
2000	60341	4000000
2000	61422	4000000
2000	60227	4000000
2000	60286	4000000
2000	60824	4000000
2000	63075	4000000
2000	59587	4000000
2000	61295	4000000
2000	61409	4000000
2000	63518	4000000
2000	61076	4000000
2000	60297	4000000
2000	61411	4000000
2000	58866	4000000
2000	60758	4000000
2000	60048	4000000
2000	62224	4000000
2000	60257	4000000
2000	62732	4000000
2000	64640	4000000
2000	60534	4000000
2000	61246	4000000
2000	61887	4000000
2000	62031	4000000
2000	62160	4000000
2000	62594	4000000
2000	63010	4000000
2000	60963	4000000
2000	62870	4000000
2000	59795	4000000
2000	60545	4000000
2000	60483	4000000
2000	63043	4000000
2000	60623	4000000
2000	60395	4000000
2000	61133	4000000
2000	59734	4000000
2000	60191	4000000
2000	60760	4000000
2000	60945	4000000
2000	59025	4000000
2000	60199	4000000
2000	61884	4000000
2000	61084	4000000
2000	62809	4000000
2000	61509	4000000
2000	60834	4000000
2000	60388	4000000
2000	61996	4000000
2000	60039	4000000
2000	61671	4000000
2000	61432	4000000
2000	58611	4000000
2000	60818	4000000
2000	59750	4000000
2000	63829	4000000
2000	62375	4000000
2000	60061	4000000
2000	60746	4000000
2000	63195	4000000
2000	60714	4000000
2000	61037	4000000
2000	61583	4000000
2000	64757	4000000
2000	62267	4000000
2000	60588	4000000
2000	61971	4000000
2000	60639	4000000
2000	58242	4000000
2000	60439	4000000
2000	60914	4000000
2000	61679	4000000
2000	60940	4000000
2000	60205	4000000
2000	58958	4000000
2000	63171	4000000
2000	60080	4000000
2000	61226	4000000
2000	63105	4000000
2000	61092	4000000
2000	62342	4000000
2000	64416	4000000
2000	58705	4000000
2000	59953	4000000
2000	61515	4000000
2000	60803	4000000
2000	62025	4000000
2000	60815	4000000
2000	61316	4000000
2000	60033	4000000
2000	60190	4000000
2000	61384	4000000
2000	59155	4000000
2000	59723	4000000
2000	62725	4000000
2000	59004	4000000
2000	61645	4000000
2000	59913	4000000
2000	60562	4000000
2000	60432	4000000
2000	61737	4000000
2000	62769	4000000
2000	60282	4000000
2000	61680	4000000
2000	62438	4000000
2000	60779	4000000
2000	60971	4000000
2000	59777	4000000
2000	62897	4000000
2000	60112	4000000
2000	61313	4000000
2000	61589	4000000
2000	61820	4000000
2000	62713	4000000
2000	60524	4000000
2000	61804	4000000
2000	58557	4000000
2000	61776	4000000
2000	62909	4000000
2000	61203	4000000
2000	60165	4000000
2000	63887	4000000
2000	61009	4000000
2000	60694	4000000
2000	61607	4000000
2000	61071	4000000
2000	60263	4000000
2000	61777	4000000
2000	61298	4000000
2000	61103	4000000
2000	60471	4000000
2000	61712	4000000
2000	62190	4000000
2000	61494	4000000
2000	62070	4000000
2000	60839	4000000
2000	61935	4000000
2000	61265	4000000
2000	60665	4000000
2000	61316	4000000
2000	61613	4000000
2000	63286	4000000
2000	60814	4000000
2000	61194	4000000
2000	62423	4000000
2000	61541	4000000
2000	61094	4000000
2000	61219	4000000
2000	61284	4000000
2000	60813	4000000
2000	62187	4000000
2000	61345	4000000
2000	62442	4000000
2000	63998	4000000
2000	60334	4000000
2000	60880	4000000
2000	61291	4000000
2000	63357	4000000
2000	60472	4000000
2000	63723	4000000
2000	64671	4000000
2000	61599	4000000
2000	61994	4000000
2000	61579	4000000
2000	61509	4000000
2000	62682	4000000
2000	60760	4000000
2000	61303	4000000
2000	62198	4000000
2000	61310	4000000
2000	61508	4000000
2000	60808	4000000
2000	61969	4000000
2000	62436	4000000
2000	61844	4000000
2000	63581	4000000
2000	62433	4000000
2000	61003	4000000
2000	59823	4000000
2000	62361	4000000
2000	59630	4000000
2000	61836	4000000
2000	61497	4000000
2000	62750	4000000
2000	62715	4000000
2000	61594	4000000
2000	62026	4000000
2000	60906	4000000
2000	63262	4000000
2000	62956	4000000
2000	61904	4000000
2000	62601	4000000
2000	61928	4000000
2000	60303	4000000
2000	62749	4000000
2000	62261	4000000
2000	60834	4000000
2000	61125	4000000
2000	61055	4000000
2000	62199	4000000
2000	61730	4000000
2000	60476	4000000
2000	59637	4000000
2000	60413	4000000
2000	59989	4000000
2000	59136	4000000
2000	60618	4000000
2000	61559	4000000
2000	59932	4000000
2000	61051	4000000
2000	60757	4000000
2000	61088	4000000
2000	61907	4000000
2000	61764	4000000
2000	60397	4000000
2000	61684	4000000
2000	62833	4000000
2000	62369	4000000
2000	61924	4000000
2000	61568	4000000
2000	60933	4000000
2000	61853	4000000
2000	61076	4000000
2000	62029	4000000
2000	61018	4000000
2000	62071	4000000
2000	60664	4000000
2000	61675	4000000
2000	60775	4000000
2000	60867	4000000
2000	60872	4000000
2000	64658	4000000
2000	62166	4000000
2000	62218	4000000
2000	62269	4000000
2000	60546	4000000
2000	59694	4000000
2000	61757	4000000
2000	61575	4000000
2000	61715	4000000
2000	62013	4000000
2000	62960	4000000
2000	61021	4000000
2000	62918	4000000
2000	63151	4000000
2000	60863	4000000
2000	62090	4000000
2000	61421	4000000
2000	60678	4000000
2000	61876	4000000
2000	60742	4000000
2000	61914	4000000
2000	60888	4000000
2000	60660	4000000
2000	61151	4000000
2000	60709	4000000
2000	61847	4000000
2000	61448	4000000
2000	61607	4000000
2000	61765	4000000
2000	63196	4000000
2000	61805	4000000
2000	60972	4000000
2000	62199	4000000
2000	61941	4000000
2000	61857	4000000
2000	60029	4000000
2000	62076	4000000
2000	62624	4000000
2000	63046	4000000
2000	65075	4000000
2000	61963	4000000
2000	62689	4000000
2000	63492	4000000
2000	63751	4000000
2000	62942	4000000
2000	62856	4000000
2000	61332	4000000
2000	60943	4000000
2000	60443	4000000
2000	61395	4000000
2000	62898	4000000
2000	60766	4000000
2000	61233	4000000
2000	64077	4000000
2000	61170	4000000
2000	60486	4000000
2000	60841	4000000
2000	62667	4000000
2000	60922	4000000
2000	62027	4000000
2000	61272	4000000
2000	62059	4000000
2000	61494	4000000
2000	62397	4000000
2000	61506	4000000
2000	60667	4000000
2000	60908	4000000
2000	61697	4000000
2000	60321	4000000
2000	63658	4000000
2000	61100	4000000
2000	63206	4000000
2000	61078	4000000
2000	62215	4000000
2000	60804	4000000
2000	60729	4000000
2000	61027	4000000
2000	61997	4000000
2000	61854	4000000
2000	60693	4000000
2000	60795	4000000
2000	61439	4000000
2000	62267	4000000
2000	61239	4000000
2000	62484	4000000
2000	61727	4000000
2000	62614	4000000
2000	61402	4000000
2000	60950	4000000
2000	60323	4000000
2000	60719	4000000
2000	61278	4000000
2000	63509	4000000
2000	59477	4000000
2000	62314	4000000
2000	60528	4000000
2000	61450	4000000
2000	61958	4000000
2000	62508	4000000
2000	60485	4000000
2000	61285	4000000
2000	61603	4000000
2000	63842	4000000
2000	62082	4000000
2000	60755	4000000
2000	61212	4000000
2000	62739	4000000
2000	60837	4000000
2000	61874	4000000
2000	62930	4000000
2000	60944	4000000
2000	64179	4000000
2000	61746	4000000
2000	60895	4000000
2000	65791	4000000
2000	60839	4000000
2000	59769	4000000
2000	63755	4000000
2000	61044	4000000
2000	60780	4000000
2000	62057	4000000
2000	60960	4000000
2000	63069	4000000
2000	62165	4000000
2000	62433	4000000
2000	62046	4000000
2000	61183	4000000
2000	61091	4000000
2000	61587	4000000
2000	62142	4000000
2000	62547	4000000
2000	62917	4000000
2000	60243	4000000
2000	61195	4000000
2000	60914	4000000
2000	62612	4000000
2000	61932	4000000
2000	62393	4000000
2000	60455	4000000
2000	63248	4000000
2000	61405	4000000
2000	61396	4000000
2000	60826	4000000
2000	63002	4000000
2000	61006	4000000
2000	61767	4000000
2000	63280	4000000
2000	61696	4000000
2000	64747	4000000
2000	62663	4000000
2000	62076	4000000
2000	62348	4000000
2000	61632	4000000
2000	61855	4000000
2000	62970	4000000
2000	60822	4000000
2000	62217	4000000
2000	62395	4000000
2000	60926	4000000
2000	61710	4000000
2000	60817	4000000
2000	60872	4000000
2000	60926	4000000
2000	61200	4000000
2000	62287	4000000
2000	60806	4000000
2000	62655	4000000
2000	60260	4000000
2000	60384	4000000
2000	63059	4000000
2000	61970	4000000
2000	61964	4000000
2000	61535	4000000
2000	61300	4000000
2000	64349	4000000
2000	62464	4000000
2000	62366	4000000
2000	61934	4000000
2000	61588	4000000
2000	62301	4000000
2000	62842	4000000
2000	62455	4000000
2000	61543	4000000
2000	60840	4000000
2000	63688	4000000
2000	63746	4000000
2000	62076	4000000
2000	61338	4000000
2000	61775	4000000
2000	61814	4000000
2000	63229	4000000
2000	61189	4000000
2000	60934	4000000
2000	61727	4000000
2000	61604	4000000
2000	60197	4000000
2000	60178	4000000
2000	61410	4000000
2000	60578	4000000
2000	61026	4000000
2000	61190	4000000
2000	60206	4000000
2000	61067	4000000
2000	61829	4000000
2000	59123	4000000
2000	61603	4000000
2000	62497	4000000
2000	63167	4000000
2000	60297	4000000
2000	61403	4000000
2000	60272	4000000
2000	61411	4000000
2000	61665	4000000
2000	61009	4000000
2000	59971	4000000
2000	63481	4000000
2000	60059	4000000
2000	62606	4000000
2000	61078	4000000
2000	61395	4000000
2000	62076	4000000
2000	61549	4000000
2000	61282	4000000
2000	61619	4000000
2000	59290	4000000
2000	60701	4000000
2000	61153	4000000
2000	61814	4000000
2000	61384	4000000
2000	60345	4000000
2000	62383	4000000
2000	60239	4000000
2000	62496	4000000
2000	61259	4000000
2000	61927	4000000
2000	61831	4000000
2000	61825	4000000
2000	61297	4000000
2000	59557	4000000
2000	61141	4000000
2000	59923	4000000
2000	60840	4000000
2000	61394	4000000
2000	63079	4000000
2000	62340	4000000
2000	61489	4000000
2000	60498	4000000
2000	60525	4000000
2000	62318	4000000
2000	60881	4000000
2000	60629	4000000
2000	60838	4000000
2000	61435	4000000
2000	62263	4000000
2000	62233	4000000
2000	60992	4000000
2000	64925	4000000
2000	61651	4000000
2000	60723	4000000
2000	63868	4000000
2000	63098	4000000
2000	62167	4000000
2000	60169	4000000
2000	59145	4000000
2000	60262	4000000
2000	61497	4000000
2000	60705	4000000
2000	60185	4000000
2000	61816	4000000
2000	63432	4000000
2000	59825	4000000
2000	61222	4000000
2000	60847	4000000
2000	61918	4000000
2000	61816	4000000
2000	60041	4000000
2000	62449	4000000
2000	61518	4000000
2000	61665	4000000
2000	60213	4000000
2000	61589	4000000
2000	61638	4000000
2000	61292	4000000
2000	61713	4000000
2000	60700	4000000
2000	61625	4000000
2000	60911	4000000
2000	61694	4000000
2000	60357	4000000
2000	60657	4000000
2000	64340	4000000
2000	60920	4000000
2000	60786	4000000
2000	58843	4000000
2000	61868	4000000
2000	60969	4000000
2000	61717	4000000
2000	60843	4000000
2000	62304	4000000
2000	60098	4000000
2000	61503	4000000
2000	59928	4000000
2000	61003	4000000
2000	62445	4000000
2000	58708	4000000
2000	58637	4000000
2000	62402	4000000
2000	59009	4000000
2000	60914	4000000
2000	59642	4000000
2000	61831	4000000
2000	61588	4000000
2000	62951	4000000
2000	58266	4000000
2000	62820	4000000
2000	58931	4000000
2000	59956	4000000
2000	60700	4000000
2000	60539	4000000
2000	60528	4000000
2000	60494	4000000
2000	60768	4000000
2000	60492	4000000
2000	60094	4000000
2000	62574	4000000
2000	60146	4000000
2000	60434	4000000
2000	60374	4000000
2000	62826	4000000
2000	62649	4000000
2000	61703	4000000
2000	60988	4000000
2000	63013	4000000
2000	62502	4000000
2000	60114	4000000
2000	61962	4000000
2000	62551	4000000
2000	59892	4000000
2000	62532	4000000
2000	60159	4000000
2000	62155	4000000
2000	61623	4000000
2000	64064	4000000
2000	61381	4000000
2000	61793	4000000
2000	61417	4000000
2000	60667	4000000
2000	60077	4000000
2000	60834	4000000
2000	60935	4000000
2000	61467	4000000
2000	60249	4000000
2000	60410	4000000
2000	60283	4000000
2000	60316	4000000
2000	60178	4000000
2000	61234	4000000
2000	62126	4000000
2000	60777	4000000
2000	61239	4000000
2000	60359	4000000
2000	61251	4000000
2000	62288	4000000
2000	61793	4000000
2000	60712	4000000
2000	62472	4000000
2000	59847	4000000
2000	59036	4000000
2000	59828	4000000
2000	60032	4000000
2000	62059	4000000
2000	62265	4000000
2000	61181	4000000
2000	60908	4000000
2000	59341	4000000
2000	61418	4000000
2000	62926	4000000
2000	60868	4000000
2000	58858	4000000
2000	60760	4000000
2000	60406	4000000
2000	60964	4000000
2000	61237	4000000
2000	61990	4000000
2000	61155	4000000
2000	60928	4000000
2000	60888	4000000
2000	60052	4000000
2000	59740	4000000
2000	60329	4000000
2000	62303	4000000
2000	61075	4000000
2000	62275	4000000
2000	61785	4000000
2000	61783	4000000
2000	61422	4000000
2000	60454	4000000
2000	61957	4000000
2000	59518	4000000
2000	58347	4000000
2000	60775	4000000
2000	62325	4000000
2000	62033	4000000
2000	62716	4000000
2000	62058	4000000
2000	60389	4000000
2000	59304	4000000
2000	61546	4000000
2000	60939	4000000
2000	62129	4000000
2000	60915	4000000
2000	62029	4000000
2000	61017	4000000
2000	61056	4000000
2000	61071	4000000
2000	59189	4000000
2000	59934	4000000
2000	61223	4000000
2000	61058	4000000
2000	59964	4000000
2000	60690	4000000
2000	62631	4000000
2000	61308	4000000
2000	60860	4000000
2000	60538	4000000
2000	62521	4000000
2000	60650	4000000
2000	59649	4000000
2000	61919	4000000
2000	60782	4000000
2000	58328	4000000
2000	59733	4000000
2000	60675	4000000
2000	60194	4000000
2000	60787	4000000
2000	61037	4000000
2000	61409	4000000
2000	61371	4000000
2000	63243	4000000
