n	czas	liczbaPorównań
3000	136626	9000000
3000	135911	9000000
3000	137529	9000000
3000	137566	9000000
3000	135996	9000000
3000	136352	9000000
3000	135883	9000000
3000	137460	9000000
3000	135573	9000000
3000	136868	9000000
3000	139162	9000000
3000	136431	9000000
3000	137736	9000000
3000	136314	9000000
3000	137132	9000000
3000	136236	9000000
3000	138289	9000000
3000	136520	9000000
3000	137214	9000000
3000	137021	9000000
3000	138218	9000000
3000	136956	9000000
3000	138260	9000000
3000	135634	9000000
3000	137600	9000000
3000	135341	9000000
3000	137839	9000000
3000	136889	9000000
3000	137194	9000000
3000	134993	9000000
3000	135716	9000000
3000	138127	9000000
3000	136419	9000000
3000	140402	9000000
3000	140925	9000000
3000	137062	9000000
3000	137876	9000000
3000	136116	9000000
3000	136476	9000000
3000	139593	9000000
3000	135978	9000000
3000	141048	9000000
3000	135820	9000000
3000	136646	9000000
3000	136840	9000000
3000	137491	9000000
3000	137207	9000000
3000	137135	9000000
3000	137326	9000000
3000	137282	9000000
3000	136463	9000000
3000	134814	9000000
3000	135843	9000000
3000	134666	9000000
3000	139992	9000000
3000	136731	9000000
3000	136810	9000000
3000	136632	9000000
3000	136398	9000000
3000	138886	9000000
3000	139777	9000000
3000	136366	9000000
3000	136615	9000000
3000	140082	9000000
3000	136418	9000000
3000	140848	9000000
3000	135943	9000000
3000	136569	9000000
3000	136887	9000000
3000	135869	9000000
3000	137754	9000000
3000	136969	9000000
3000	135460	9000000
3000	136228	9000000
3000	135892	9000000
3000	135097	9000000
3000	137359	9000000
3000	136184	9000000
3000	136178	9000000
3000	138610	9000000
3000	135955	9000000
3000	136280	9000000
3000	135761	9000000
3000	137092	9000000
3000	137611	9000000
3000	138292	9000000
3000	138053	9000000
3000	138173	9000000
3000	134044	9000000
3000	136167	9000000
3000	135128	9000000
3000	134410	9000000
3000	135839	9000000
3000	135334	9000000
3000	138961	9000000
3000	138153	9000000
3000	136373	9000000
3000	137190	9000000
3000	141111	9000000
3000	135452	9000000
3000	136566	9000000
3000	135764	9000000
3000	133611	9000000
3000	136381	9000000
3000	138537	9000000
3000	135542	9000000
3000	138268	9000000
3000	134460	9000000
3000	131882	9000000
3000	135344	9000000
3000	136827	9000000
3000	136085	9000000
3000	135556	9000000
3000	140108	9000000
3000	135883	9000000
3000	137895	9000000
3000	140778	9000000
3000	134338	9000000
3000	133726	9000000
3000	135739	9000000
3000	135685	9000000
3000	138191	9000000
3000	136518	9000000
3000	135781	9000000
3000	136091	9000000
3000	136652	9000000
3000	137698	9000000
3000	137072	9000000
3000	136437	9000000
3000	134794	9000000
3000	136615	9000000
3000	134189	9000000
3000	135581	9000000
3000	135071	9000000
3000	137794	9000000
3000	136717	9000000
3000	136555	9000000
3000	136630	9000000
3000	137568	9000000
3000	137662	9000000
3000	132514	9000000
3000	136790	9000000
3000	136014	9000000
3000	134898	9000000
3000	136498	9000000
3000	137527	9000000
3000	135395	9000000
3000	135578	9000000
3000	135829	9000000
3000	135901	9000000
3000	131389	9000000
3000	137875	9000000
3000	136367	9000000
3000	134452	9000000
3000	134559	9000000
3000	132092	9000000
3000	136306	9000000
3000	136659	9000000
3000	135605	9000000
3000	137026	9000000
3000	136147	9000000
3000	135077	9000000
3000	136994	9000000
3000	135748	9000000
3000	136486	9000000
3000	136040	9000000
3000	135789	9000000
3000	137445	9000000
3000	136468	9000000
3000	137291	9000000
3000	137199	9000000
3000	137721	9000000
3000	137517	9000000
3000	137883	9000000
3000	135190	9000000
3000	134661	9000000
3000	136415	9000000
3000	135943	9000000
3000	135626	9000000
3000	136688	9000000
3000	137708	9000000
3000	136178	9000000
3000	136596	9000000
3000	136887	9000000
3000	135089	9000000
3000	135211	9000000
3000	135991	9000000
3000	135985	9000000
3000	137046	9000000
3000	136289	9000000
3000	133410	9000000
3000	135823	9000000
3000	135067	9000000
3000	137251	9000000
3000	135287	9000000
3000	137753	9000000
3000	137421	9000000
3000	141238	9000000
3000	136310	9000000
3000	137144	9000000
3000	135929	9000000
3000	134080	9000000
3000	137987	9000000
3000	135545	9000000
3000	137001	9000000
3000	135760	9000000
3000	135756	9000000
3000	141226	9000000
3000	137997	9000000
3000	140525	9000000
3000	136218	9000000
3000	137956	9000000
3000	133764	9000000
3000	136354	9000000
3000	136322	9000000
3000	134285	9000000
3000	135332	9000000
3000	136457	9000000
3000	138662	9000000
3000	136900	9000000
3000	136068	9000000
3000	134688	9000000
3000	139144	9000000
3000	138041	9000000
3000	137715	9000000
3000	136872	9000000
3000	138302	9000000
3000	135911	9000000
3000	139419	9000000
3000	134989	9000000
3000	136843	9000000
3000	134977	9000000
3000	135031	9000000
3000	132113	9000000
3000	137373	9000000
3000	136794	9000000
3000	138154	9000000
3000	135517	9000000
3000	138359	9000000
3000	137132	9000000
3000	134964	9000000
3000	136512	9000000
3000	136425	9000000
3000	137650	9000000
3000	136883	9000000
3000	136976	9000000
3000	132505	9000000
3000	136679	9000000
3000	140468	9000000
3000	136235	9000000
3000	137946	9000000
3000	140863	9000000
3000	135809	9000000
3000	139844	9000000
3000	136637	9000000
3000	138627	9000000
3000	136926	9000000
3000	135649	9000000
3000	137359	9000000
3000	136202	9000000
3000	137031	9000000
3000	141423	9000000
3000	134738	9000000
3000	137065	9000000
3000	134938	9000000
3000	134208	9000000
3000	137202	9000000
3000	134447	9000000
3000	135325	9000000
3000	137983	9000000
3000	139780	9000000
3000	133501	9000000
3000	137531	9000000
3000	131883	9000000
3000	133925	9000000
3000	135965	9000000
3000	136572	9000000
3000	136166	9000000
3000	137213	9000000
3000	135609	9000000
3000	135822	9000000
3000	136559	9000000
3000	136568	9000000
3000	133612	9000000
3000	135647	9000000
3000	136112	9000000
3000	134360	9000000
3000	133008	9000000
3000	136142	9000000
3000	137775	9000000
3000	134593	9000000
3000	138491	9000000
3000	135653	9000000
3000	133748	9000000
3000	137205	9000000
3000	136085	9000000
3000	135264	9000000
3000	137147	9000000
3000	135863	9000000
3000	135907	9000000
3000	137086	9000000
3000	136269	9000000
3000	133673	9000000
3000	134276	9000000
3000	135444	9000000
3000	136935	9000000
3000	136641	9000000
3000	137781	9000000
3000	137493	9000000
3000	137315	9000000
3000	137304	9000000
3000	135116	9000000
3000	135369	9000000
3000	132061	9000000
3000	136275	9000000
3000	136204	9000000
3000	136127	9000000
3000	137814	9000000
3000	137997	9000000
3000	136974	9000000
3000	133351	9000000
3000	133818	9000000
3000	133470	9000000
3000	136750	9000000
3000	137966	9000000
3000	139311	9000000
3000	138704	9000000
3000	135833	9000000
3000	139871	9000000
3000	135611	9000000
3000	137130	9000000
3000	134653	9000000
3000	138395	9000000
3000	135201	9000000
3000	137019	9000000
3000	136595	9000000
3000	137961	9000000
3000	132751	9000000
3000	138281	9000000
3000	137525	9000000
3000	140311	9000000
3000	135636	9000000
3000	135583	9000000
3000	135512	9000000
3000	135994	9000000
3000	136434	9000000
3000	136580	9000000
3000	136088	9000000
3000	133065	9000000
3000	135753	9000000
3000	133874	9000000
3000	134060	9000000
3000	135724	9000000
3000	135634	9000000
3000	133238	9000000
3000	130888	9000000
3000	136254	9000000
3000	132465	9000000
3000	136124	9000000
3000	137737	9000000
3000	135687	9000000
3000	137314	9000000
3000	136136	9000000
3000	136084	9000000
3000	137881	9000000
3000	139416	9000000
3000	135453	9000000
3000	138963	9000000
3000	135498	9000000
3000	136940	9000000
3000	140016	9000000
3000	137774	9000000
3000	135606	9000000
3000	136341	9000000
3000	137992	9000000
3000	138748	9000000
3000	131425	9000000
3000	139314	9000000
3000	135967	9000000
3000	136161	9000000
3000	136667	9000000
3000	134075	9000000
3000	135415	9000000
3000	138402	9000000
3000	136776	9000000
3000	136404	9000000
3000	136501	9000000
3000	135938	9000000
3000	136538	9000000
3000	135695	9000000
3000	136937	9000000
3000	136033	9000000
3000	137329	9000000
3000	136508	9000000
3000	137157	9000000
3000	137515	9000000
3000	138389	9000000
3000	137899	9000000
3000	136791	9000000
3000	139253	9000000
3000	136390	9000000
3000	135985	9000000
3000	135427	9000000
3000	137357	9000000
3000	136399	9000000
3000	137306	9000000
3000	136291	9000000
3000	137074	9000000
3000	136403	9000000
3000	137474	9000000
3000	139225	9000000
3000	137311	9000000
3000	136192	9000000
3000	136799	9000000
3000	138562	9000000
3000	137725	9000000
3000	137259	9000000
3000	136422	9000000
3000	136682	9000000
3000	138788	9000000
3000	136583	9000000
3000	136825	9000000
3000	135510	9000000
3000	137626	9000000
3000	135570	9000000
3000	135865	9000000
3000	136723	9000000
3000	135862	9000000
3000	135406	9000000
3000	134268	9000000
3000	137571	9000000
3000	136491	9000000
3000	138052	9000000
3000	136825	9000000
3000	133714	9000000
3000	135153	9000000
3000	132511	9000000
3000	133998	9000000
3000	137306	9000000
3000	137498	9000000
3000	135984	9000000
3000	137005	9000000
3000	132688	9000000
3000	136316	9000000
3000	136305	9000000
3000	137581	9000000
3000	136938	9000000
3000	135477	9000000
3000	138719	9000000
3000	136034	9000000
3000	136388	9000000
3000	141850	9000000
3000	134188	9000000
3000	137524	9000000
3000	133959	9000000
3000	140982	9000000
3000	132059	9000000
3000	138228	9000000
3000	141584	9000000
3000	139339	9000000
3000	140723	9000000
3000	137194	9000000
3000	132317	9000000
3000	140277	9000000
3000	135955	9000000
3000	137367	9000000
3000	135609	9000000
3000	137247	9000000
3000	136823	9000000
3000	135702	9000000
3000	138215	9000000
3000	136450	9000000
3000	138164	9000000
3000	136275	9000000
3000	137958	9000000
3000	135934	9000000
3000	136313	9000000
3000	136509	9000000
3000	134103	9000000
3000	141957	9000000
3000	138217	9000000
3000	139029	9000000
3000	137588	9000000
3000	140724	9000000
3000	167299	9000000
3000	156906	9000000
3000	138563	9000000
3000	132105	9000000
3000	140497	9000000
3000	137144	9000000
3000	139796	9000000
3000	135334	9000000
3000	135356	9000000
3000	137397	9000000
3000	134893	9000000
3000	134992	9000000
3000	130735	9000000
3000	141208	9000000
3000	137790	9000000
3000	138570	9000000
3000	135419	9000000
3000	134332	9000000
3000	135995	9000000
3000	135364	9000000
3000	133142	9000000
3000	136379	9000000
3000	136395	9000000
3000	135292	9000000
3000	136449	9000000
3000	137303	9000000
3000	135893	9000000
3000	136170	9000000
3000	137009	9000000
3000	135412	9000000
3000	136804	9000000
3000	133396	9000000
3000	135792	9000000
3000	137518	9000000
3000	136658	9000000
3000	138098	9000000
3000	137425	9000000
3000	138270	9000000
3000	137418	9000000
3000	137225	9000000
3000	136399	9000000
3000	138255	9000000
3000	132351	9000000
3000	137545	9000000
3000	137141	9000000
3000	137991	9000000
3000	136714	9000000
3000	138223	9000000
3000	138115	9000000
3000	135105	9000000
3000	136413	9000000
3000	138927	9000000
3000	135748	9000000
3000	135160	9000000
3000	136633	9000000
3000	137035	9000000
3000	135728	9000000
3000	135797	9000000
3000	138010	9000000
3000	137725	9000000
3000	132839	9000000
3000	140649	9000000
3000	133334	9000000
3000	137775	9000000
3000	136962	9000000
3000	137636	9000000
3000	139872	9000000
3000	140949	9000000
3000	136763	9000000
3000	136168	9000000
3000	134022	9000000
3000	138960	9000000
3000	135180	9000000
3000	136490	9000000
3000	134190	9000000
3000	135228	9000000
3000	135439	9000000
3000	138981	9000000
3000	135746	9000000
3000	135864	9000000
3000	133725	9000000
3000	135243	9000000
3000	136320	9000000
3000	135062	9000000
3000	137054	9000000
3000	135419	9000000
3000	136378	9000000
3000	140409	9000000
3000	135782	9000000
3000	135747	9000000
3000	137829	9000000
3000	136196	9000000
3000	137256	9000000
3000	136402	9000000
3000	135680	9000000
3000	136779	9000000
3000	135284	9000000
3000	133844	9000000
3000	141722	9000000
3000	137032	9000000
3000	137326	9000000
3000	135656	9000000
3000	136173	9000000
3000	135608	9000000
3000	141114	9000000
3000	135609	9000000
3000	135439	9000000
3000	140372	9000000
3000	136675	9000000
3000	139169	9000000
3000	145761	9000000
3000	143130	9000000
3000	135326	9000000
3000	139240	9000000
3000	136260	9000000
3000	132938	9000000
3000	134245	9000000
3000	135125	9000000
3000	132768	9000000
3000	137741	9000000
3000	135665	9000000
3000	135952	9000000
3000	139992	9000000
3000	135614	9000000
3000	139646	9000000
3000	135791	9000000
3000	134716	9000000
3000	135259	9000000
3000	130301	9000000
3000	137491	9000000
3000	136050	9000000
3000	135857	9000000
3000	134297	9000000
3000	137816	9000000
3000	135697	9000000
3000	137233	9000000
3000	140146	9000000
3000	132876	9000000
3000	137393	9000000
3000	132338	9000000
3000	136487	9000000
3000	133934	9000000
3000	135783	9000000
3000	135750	9000000
3000	136846	9000000
3000	134400	9000000
3000	136967	9000000
3000	139978	9000000
3000	135992	9000000
3000	133457	9000000
3000	137691	9000000
3000	140174	9000000
3000	131983	9000000
3000	137271	9000000
3000	140347	9000000
3000	136299	9000000
3000	135072	9000000
3000	137294	9000000
3000	131909	9000000
3000	135330	9000000
3000	136111	9000000
3000	136965	9000000
3000	136010	9000000
3000	141254	9000000
3000	131886	9000000
3000	133651	9000000
3000	136890	9000000
3000	133652	9000000
3000	137616	9000000
3000	135298	9000000
3000	132616	9000000
3000	130953	9000000
3000	133833	9000000
3000	132696	9000000
3000	135942	9000000
3000	136418	9000000
3000	136995	9000000
3000	132401	9000000
3000	136511	9000000
3000	138454	9000000
3000	135164	9000000
3000	135646	9000000
3000	134973	9000000
3000	137523	9000000
3000	136137	9000000
3000	136219	9000000
3000	134466	9000000
3000	139745	9000000
3000	133333	9000000
3000	135935	9000000
3000	136767	9000000
3000	135237	9000000
3000	132349	9000000
3000	138428	9000000
3000	134058	9000000
3000	137133	9000000
3000	136962	9000000
3000	132145	9000000
3000	139938	9000000
3000	133711	9000000
3000	135874	9000000
3000	133110	9000000
3000	136717	9000000
3000	132946	9000000
3000	135037	9000000
3000	140776	9000000
3000	138700	9000000
3000	136390	9000000
3000	136469	9000000
3000	137258	9000000
3000	136409	9000000
3000	139048	9000000
3000	137588	9000000
3000	136747	9000000
3000	136596	9000000
3000	138568	9000000
3000	137905	9000000
3000	135319	9000000
3000	137570	9000000
3000	136933	9000000
3000	139035	9000000
3000	136173	9000000
3000	137812	9000000
3000	135580	9000000
3000	136271	9000000
3000	139570	9000000
3000	136377	9000000
3000	138094	9000000
3000	136179	9000000
3000	137747	9000000
3000	135998	9000000
3000	136775	9000000
3000	137023	9000000
3000	136674	9000000
3000	136604	9000000
3000	138466	9000000
3000	136827	9000000
3000	136947	9000000
3000	136253	9000000
3000	131808	9000000
3000	136649	9000000
3000	135482	9000000
3000	136862	9000000
3000	135082	9000000
3000	139795	9000000
3000	136303	9000000
3000	135864	9000000
3000	140663	9000000
3000	136575	9000000
3000	137020	9000000
3000	133402	9000000
3000	136402	9000000
3000	136854	9000000
3000	132819	9000000
3000	138697	9000000
3000	135372	9000000
3000	135473	9000000
3000	139226	9000000
3000	135392	9000000
3000	140145	9000000
3000	135639	9000000
3000	135948	9000000
3000	137593	9000000
3000	139802	9000000
3000	140998	9000000
3000	136935	9000000
3000	134847	9000000
3000	136631	9000000
3000	136500	9000000
3000	135677	9000000
3000	137356	9000000
3000	135208	9000000
3000	136853	9000000
3000	136860	9000000
3000	138028	9000000
3000	137139	9000000
3000	136816	9000000
3000	138157	9000000
3000	136163	9000000
3000	136156	9000000
3000	135343	9000000
3000	138043	9000000
3000	132083	9000000
3000	132428	9000000
3000	135774	9000000
3000	136354	9000000
3000	137396	9000000
3000	136448	9000000
3000	132809	9000000
3000	135829	9000000
3000	134610	9000000
3000	135373	9000000
3000	136306	9000000
3000	136631	9000000
3000	141706	9000000
3000	136329	9000000
3000	136595	9000000
3000	137071	9000000
3000	135756	9000000
3000	137934	9000000
3000	133740	9000000
3000	135324	9000000
3000	138030	9000000
3000	134134	9000000
3000	132287	9000000
3000	136435	9000000
3000	136566	9000000
3000	138655	9000000
3000	137668	9000000
3000	136199	9000000
3000	136938	9000000
3000	135590	9000000
3000	133594	9000000
3000	138638	9000000
3000	137047	9000000
3000	134694	9000000
3000	135254	9000000
3000	137065	9000000
3000	135967	9000000
3000	136676	9000000
3000	138318	9000000
3000	138475	9000000
3000	142602	9000000
3000	132181	9000000
3000	134930	9000000
3000	132451	9000000
3000	135942	9000000
3000	142874	9000000
3000	136428	9000000
3000	132464	9000000
3000	138012	9000000
3000	136742	9000000
3000	134781	9000000
3000	136476	9000000
3000	134422	9000000
3000	138413	9000000
3000	134778	9000000
3000	139189	9000000
3000	135941	9000000
3000	136725	9000000
3000	136394	9000000
3000	137490	9000000
3000	136250	9000000
3000	142331	9000000
3000	139033	9000000
3000	141132	9000000
3000	136830	9000000
3000	136061	9000000
3000	140274	9000000
3000	136672	9000000
3000	140571	9000000
3000	136788	9000000
3000	139692	9000000
3000	141103	9000000
3000	139035	9000000
3000	135982	9000000
3000	142803	9000000
3000	138824	9000000
3000	139651	9000000
3000	136217	9000000
3000	139682	9000000
3000	135524	9000000
3000	136123	9000000
3000	139661	9000000
3000	140548	9000000
3000	136674	9000000
3000	137184	9000000
3000	137401	9000000
3000	137944	9000000
3000	136532	9000000
3000	138169	9000000
3000	136860	9000000
3000	137878	9000000
3000	137852	9000000
3000	137313	9000000
3000	135727	9000000
3000	136004	9000000
3000	134748	9000000
3000	136222	9000000
3000	137275	9000000
3000	136512	9000000
3000	138034	9000000
3000	139609	9000000
3000	134005	9000000
3000	135708	9000000
3000	133604	9000000
3000	137803	9000000
3000	134465	9000000
3000	139753	9000000
3000	133604	9000000
3000	137008	9000000
3000	136690	9000000
3000	136692	9000000
3000	136722	9000000
3000	137842	9000000
3000	133001	9000000
3000	137981	9000000
3000	137084	9000000
3000	137398	9000000
3000	136448	9000000
3000	135247	9000000
3000	137585	9000000
3000	136748	9000000
3000	137370	9000000
3000	136958	9000000
3000	135261	9000000
3000	135225	9000000
3000	134882	9000000
3000	137304	9000000
3000	135242	9000000
3000	136990	9000000
3000	138631	9000000
3000	131937	9000000
3000	135445	9000000
3000	136075	9000000
3000	134916	9000000
3000	138221	9000000
3000	136225	9000000
3000	136826	9000000
3000	133312	9000000
3000	132563	9000000
3000	139082	9000000
3000	138608	9000000
3000	134152	9000000
3000	141868	9000000
3000	140079	9000000
3000	134405	9000000
3000	139904	9000000
3000	132674	9000000
3000	136338	9000000
3000	132792	9000000
3000	137529	9000000
3000	136586	9000000
3000	136016	9000000
3000	136570	9000000
3000	133166	9000000
3000	136154	9000000
3000	136560	9000000
3000	138218	9000000
3000	137330	9000000
3000	137008	9000000
3000	132772	9000000
3000	139688	9000000
3000	136458	9000000
3000	134470	9000000
3000	136636	9000000
3000	134583	9000000
3000	136955	9000000
3000	135754	9000000
3000	136653	9000000
3000	137880	9000000
3000	139772	9000000
3000	136433	9000000
3000	136224	9000000
3000	135219	9000000
3000	134760	9000000
3000	135563	9000000
3000	138538	9000000
3000	136464	9000000
3000	137897	9000000
3000	132946	9000000
3000	141238	9000000
3000	134466	9000000
3000	136124	9000000
3000	136746	9000000
3000	133612	9000000
3000	138881	9000000
3000	136039	9000000
3000	142354	9000000
3000	139496	9000000
3000	132943	9000000
3000	136272	9000000
3000	136441	9000000
3000	137185	9000000
3000	135065	9000000
3000	136952	9000000
3000	136117	9000000
3000	135145	9000000
3000	135778	9000000
3000	135611	9000000
3000	136342	9000000
3000	137041	9000000
3000	136107	9000000
3000	135937	9000000
3000	135516	9000000
3000	135374	9000000
3000	137138	9000000
3000	136810	9000000
3000	135320	9000000
3000	137697	9000000
3000	134997	9000000
3000	136923	9000000
3000	135782	9000000
3000	137267	9000000
3000	136580	9000000
3000	136052	9000000
3000	138413	9000000
3000	136463	9000000
3000	137812	9000000
3000	137727	9000000
3000	138135	9000000
3000	136089	9000000
3000	138218	9000000
3000	136354	9000000
3000	140834	9000000
3000	138314	9000000
3000	136520	9000000
3000	136516	9000000
3000	136604	9000000
3000	137938	9000000
3000	133115	9000000
3000	138335	9000000
3000	132843	9000000
3000	134656	9000000
3000	133962	9000000
3000	135519	9000000
3000	135303	9000000
3000	136083	9000000
3000	132847	9000000
3000	134189	9000000
3000	137921	9000000
3000	133558	9000000
3000	137864	9000000
3000	131390	9000000
3000	133668	9000000
3000	135563	9000000
3000	133417	9000000
3000	136249	9000000
3000	135843	9000000
3000	138016	9000000
3000	135135	9000000
3000	137206	9000000
3000	139931	9000000
3000	138271	9000000
3000	136712	9000000
3000	136928	9000000
3000	139991	9000000
3000	138311	9000000
3000	134742	9000000
3000	136521	9000000
3000	135376	9000000
3000	137276	9000000
3000	132987	9000000
3000	136453	9000000
3000	140118	9000000
3000	135686	9000000
3000	140036	9000000
3000	138258	9000000
3000	139560	9000000
3000	134836	9000000
3000	139870	9000000
3000	139186	9000000
3000	136591	9000000
3000	134545	9000000
3000	138288	9000000
3000	135765	9000000
3000	136022	9000000
3000	135901	9000000
3000	135352	9000000
3000	133305	9000000
3000	136234	9000000
3000	137601	9000000
3000	136476	9000000
3000	137647	9000000
3000	132227	9000000
3000	141230	9000000
3000	136886	9000000
3000	136795	9000000
3000	138899	9000000
3000	137254	9000000
3000	137063	9000000
3000	136814	9000000
3000	137007	9000000
3000	136951	9000000
3000	136681	9000000
3000	134881	9000000
3000	136901	9000000
3000	135338	9000000
3000	134695	9000000
3000	136660	9000000
3000	137505	9000000
3000	134345	9000000
3000	132437	9000000
3000	137177	9000000
3000	133125	9000000
3000	135790	9000000
3000	137595	9000000
3000	134932	9000000
3000	135346	9000000
3000	131891	9000000
3000	135852	9000000
3000	136690	9000000
3000	132663	9000000
3000	134602	9000000
3000	135570	9000000
3000	136977	9000000
3000	137970	9000000
3000	134739	9000000
3000	133506	9000000
3000	137270	9000000
3000	135949	9000000
3000	137097	9000000
3000	136571	9000000
3000	138585	9000000
3000	135892	9000000
3000	136616	9000000
3000	141552	9000000
3000	136041	9000000
3000	138723	9000000
3000	135412	9000000
3000	136636	9000000
3000	135887	9000000
3000	136413	9000000
3000	136550	9000000
3000	137640	9000000
3000	137320	9000000
3000	138520	9000000
3000	134868	9000000
3000	137219	9000000
3000	137597	9000000
3000	137920	9000000
3000	136181	9000000
3000	136259	9000000
3000	136450	9000000
3000	135955	9000000
3000	136291	9000000
3000	137793	9000000
3000	138346	9000000
3000	137455	9000000
3000	136092	9000000
3000	136355	9000000
3000	137365	9000000
3000	136733	9000000
3000	136481	9000000
3000	133416	9000000
3000	136595	9000000
3000	137556	9000000
3000	136154	9000000
3000	136655	9000000
3000	135411	9000000
3000	136671	9000000
3000	137088	9000000
3000	137119	9000000
3000	136044	9000000
3000	136155	9000000
3000	136252	9000000
3000	140384	9000000
3000	134781	9000000
3000	134300	9000000
3000	139622	9000000
3000	137338	9000000
3000	135194	9000000
3000	138269	9000000
3000	137615	9000000
3000	134712	9000000
3000	135307	9000000
3000	136726	9000000
3000	137670	9000000
3000	137044	9000000
3000	138201	9000000
3000	140534	9000000
3000	136161	9000000
3000	138884	9000000
3000	136254	9000000
3000	140081	9000000
3000	136032	9000000
3000	139910	9000000
3000	136362	9000000
3000	135292	9000000
3000	140885	9000000
3000	139640	9000000
3000	138285	9000000
3000	141796	9000000
3000	135160	9000000
3000	136500	9000000
3000	136863	9000000
3000	136254	9000000
3000	135815	9000000
3000	135944	9000000
3000	136875	9000000
3000	134353	9000000
3000	135729	9000000
3000	136989	9000000
3000	135167	9000000
3000	136185	9000000
3000	135954	9000000
3000	136207	9000000
3000	139425	9000000
3000	137495	9000000
3000	136577	9000000
3000	138283	9000000
3000	140063	9000000
3000	137523	9000000
3000	136055	9000000
3000	136378	9000000
3000	139205	9000000
3000	136311	9000000
3000	138172	9000000
3000	137084	9000000
3000	135528	9000000
3000	135502	9000000
3000	136160	9000000
3000	135976	9000000
3000	135372	9000000
3000	135808	9000000
3000	138262	9000000
3000	135233	9000000
3000	135706	9000000
3000	135676	9000000
3000	137075	9000000
3000	135442	9000000
3000	137664	9000000
3000	143114	9000000
3000	140124	9000000
3000	135494	9000000
3000	140270	9000000
3000	137467	9000000
3000	140051	9000000
3000	136185	9000000
3000	135547	9000000
3000	136092	9000000
3000	133451	9000000
3000	137641	9000000
3000	141144	9000000
3000	134309	9000000
3000	142000	9000000
3000	140878	9000000
3000	140306	9000000
3000	140426	9000000
3000	140350	9000000
3000	138816	9000000
3000	135821	9000000
3000	138169	9000000
3000	135201	9000000
3000	135646	9000000
3000	140263	9000000
3000	132177	9000000
3000	140431	9000000
3000	137345	9000000
3000	136603	9000000
3000	135993	9000000
3000	139673	9000000
3000	136225	9000000
3000	137079	9000000
3000	139818	9000000
3000	135280	9000000
3000	137503	9000000
3000	135806	9000000
3000	137505	9000000
3000	137352	9000000
3000	139053	9000000
3000	136464	9000000
3000	136908	9000000
3000	137151	9000000
3000	139855	9000000
3000	137042	9000000
3000	138010	9000000
3000	137106	9000000
3000	135611	9000000
3000	134565	9000000
3000	140538	9000000
3000	140567	9000000
3000	139575	9000000
3000	140570	9000000
3000	140314	9000000
3000	138702	9000000
3000	132711	9000000
3000	137631	9000000
3000	135711	9000000
3000	137438	9000000
3000	136266	9000000
3000	131904	9000000
3000	138284	9000000
3000	136890	9000000
3000	138774	9000000
3000	136700	9000000
3000	136531	9000000
3000	136543	9000000
3000	133539	9000000
3000	134982	9000000
3000	140101	9000000
3000	134746	9000000
3000	133161	9000000
3000	138028	9000000
3000	132804	9000000
3000	135268	9000000
3000	136137	9000000
3000	136312	9000000
3000	135556	9000000
3000	135067	9000000
3000	135781	9000000
3000	143521	9000000
3000	138118	9000000
3000	138624	9000000
3000	135516	9000000
3000	133185	9000000
3000	137325	9000000
3000	136237	9000000
3000	133217	9000000
3000	137532	9000000
3000	137149	9000000
3000	138688	9000000
3000	133935	9000000
3000	136580	9000000
3000	135749	9000000
3000	131880	9000000
3000	136855	9000000
3000	133379	9000000
3000	137211	9000000
3000	139884	9000000
3000	137072	9000000
3000	131821	9000000
3000	136048	9000000
3000	138298	9000000
3000	139802	9000000
3000	137747	9000000
3000	142379	9000000
3000	136070	9000000
3000	137530	9000000
3000	139547	9000000
3000	139101	9000000
3000	140430	9000000
3000	136815	9000000
3000	136899	9000000
3000	136243	9000000
3000	137098	9000000
3000	138104	9000000
3000	137076	9000000
3000	136896	9000000
3000	136581	9000000
3000	137752	9000000
3000	137960	9000000
3000	137891	9000000
3000	135159	9000000
3000	135954	9000000
3000	138017	9000000
3000	136358	9000000
3000	136589	9000000
3000	136908	9000000
3000	135145	9000000
3000	136597	9000000
3000	136070	9000000
3000	136491	9000000
3000	136232	9000000
3000	135396	9000000
3000	135618	9000000
3000	134147	9000000
3000	135165	9000000
3000	136397	9000000
3000	135693	9000000
3000	135523	9000000
3000	137213	9000000
3000	136931	9000000
3000	136012	9000000
3000	137634	9000000
3000	136269	9000000
3000	137108	9000000
3000	136284	9000000
3000	134165	9000000
3000	136427	9000000
3000	136074	9000000
3000	140121	9000000
3000	137921	9000000
3000	140868	9000000
3000	135360	9000000
3000	137676	9000000
3000	137259	9000000
3000	135534	9000000
3000	137820	9000000
3000	135557	9000000
3000	139400	9000000
3000	136314	9000000
3000	135512	9000000
3000	134971	9000000
3000	137228	9000000
3000	136891	9000000
3000	137008	9000000
3000	137651	9000000
3000	135557	9000000
3000	136082	9000000
3000	138438	9000000
3000	132573	9000000
3000	135458	9000000
3000	137542	9000000
3000	136713	9000000
3000	135318	9000000
3000	138339	9000000
3000	136321	9000000
3000	138634	9000000
3000	136218	9000000
3000	132979	9000000
3000	136478	9000000
3000	134311	9000000
3000	135737	9000000
3000	134191	9000000
3000	132751	9000000
3000	136127	9000000
3000	134227	9000000
3000	136581	9000000
3000	138636	9000000
3000	137347	9000000
3000	136370	9000000
3000	134691	9000000
3000	136395	9000000
3000	136441	9000000
3000	134721	9000000
3000	136735	9000000
3000	138493	9000000
3000	138206	9000000
3000	137648	9000000
3000	138566	9000000
3000	135999	9000000
3000	135537	9000000
3000	137686	9000000
