1000	999	17	261
2000	1999	19	240
3000	2999	21	261
4000	3999	21	251
5000	4999	23	260
6000	5999	23	241
7000	6999	23	250
8000	7999	23	260
9000	8999	25	321
10000	9999	25	261
11000	10999	25	261
12000	11999	25	251
13000	12999	25	320
14000	13999	25	341
15000	14999	25	281
16000	15999	25	311
17000	16999	27	361
18000	17999	27	261
19000	18999	27	260
20000	19999	27	250
21000	20999	27	270
22000	21999	27	1132
23000	22999	27	341
24000	23999	27	281
25000	24999	27	321
26000	25999	27	261
27000	26999	27	351
28000	27999	27	240
29000	28999	27	331
30000	29999	27	351
31000	30999	27	320
32000	31999	27	280
33000	32999	29	281
34000	33999	29	260
35000	34999	29	371
36000	35999	29	281
37000	36999	29	390
38000	37999	29	321
39000	38999	29	311
40000	39999	29	281
41000	40999	29	501
42000	41999	29	351
43000	42999	29	361
44000	43999	29	590
45000	44999	29	341
46000	45999	29	301
47000	46999	29	290
48000	47999	29	611
49000	48999	29	551
50000	49999	29	291
51000	50999	29	301
52000	51999	29	291
53000	52999	29	401
54000	53999	29	390
55000	54999	29	391
56000	55999	29	340
57000	56999	29	411
58000	57999	29	1092
59000	58999	29	340
60000	59999	29	381
61000	60999	29	351
62000	61999	29	301
63000	62999	29	370
64000	63999	29	601
65000	64999	29	340
66000	65999	31	430
67000	66999	31	401
68000	67999	31	351
69000	68999	31	371
70000	69999	31	401
71000	70999	31	321
72000	71999	31	481
73000	72999	31	551
74000	73999	31	371
75000	74999	31	381
76000	75999	31	401
77000	76999	31	351
78000	77999	31	321
79000	78999	31	702
80000	79999	31	492
81000	80999	31	541
82000	81999	31	631
83000	82999	31	792
84000	83999	31	552
85000	84999	31	421
86000	85999	31	691
87000	86999	31	290
88000	87999	31	381
89000	88999	31	572
90000	89999	31	381
91000	90999	31	531
92000	91999	31	391
93000	92999	31	410
94000	93999	31	360
95000	94999	31	401
96000	95999	31	340
97000	96999	31	390
98000	97999	31	291
99000	98999	31	421
100000	99999	31	441
