1000	500	1	140
2000	1000	1	110
3000	1500	1	120
4000	2000	1	131
5000	2500	1	109
6000	3000	1	110
7000	3500	1	140
8000	4000	1	110
9000	4500	1	120
10000	5000	1	110
11000	5500	1	120
12000	6000	1	120
13000	6500	1	100
14000	7000	1	120
15000	7500	1	131
16000	8000	1	110
17000	8500	1	120
18000	9000	1	110
19000	9500	1	130
20000	10000	1	130
21000	10500	1	111
22000	11000	1	140
23000	11500	1	130
24000	12000	1	111
25000	12500	1	110
26000	13000	1	130
27000	13500	1	130
28000	14000	1	131
29000	14500	1	109
30000	15000	1	110
31000	15500	1	350
32000	16000	1	141
33000	16500	1	140
34000	17000	1	120
35000	17500	1	120
36000	18000	1	121
37000	18500	1	120
38000	19000	1	140
39000	19500	1	110
40000	20000	1	141
41000	20500	1	411
42000	21000	1	130
43000	21500	1	141
44000	22000	1	131
45000	22500	1	160
46000	23000	1	160
47000	23500	1	140
48000	24000	1	131
49000	24500	1	141
50000	25000	1	141
51000	25500	1	131
52000	26000	1	140
53000	26500	1	120
54000	27000	1	130
55000	27500	1	311
56000	28000	1	129
57000	28500	1	120
58000	29000	1	130
59000	29500	1	130
60000	30000	1	120
61000	30500	1	120
62000	31000	1	120
63000	31500	1	111
64000	32000	1	130
65000	32500	1	120
66000	33000	1	110
67000	33500	1	130
68000	34000	1	140
69000	34500	1	211
70000	35000	1	210
71000	35500	1	140
72000	36000	1	120
73000	36500	1	130
74000	37000	1	120
75000	37500	1	140
76000	38000	1	120
77000	38500	1	140
78000	39000	1	110
79000	39500	1	100
80000	40000	1	130
81000	40500	1	151
82000	41000	1	110
83000	41500	1	140
84000	42000	1	150
85000	42500	1	140
86000	43000	1	131
87000	43500	1	291
88000	44000	1	120
89000	44500	1	131
90000	45000	1	130
91000	45500	1	120
92000	46000	1	130
93000	46500	1	140
94000	47000	1	120
95000	47500	1	120
96000	48000	1	121
97000	48500	1	130
98000	49000	1	140
99000	49500	1	120
100000	50000	1	120
