n;Bn;Un;Ln;Cn;Dn;Dn-Cn
15000;304;5481;7;165121;238092;72971
15000;108;5486;7;139829;182442;42613
15000;80;5499;7;141708;209500;67792
15000;263;5509;7;134301;202465;68164
15000;40;5559;6;146929;168848;21919
15000;86;5554;7;123801;170193;46392
15000;150;5508;6;152285;196367;44082
15000;181;5528;7;158386;179491;21105
15000;58;5499;7;172229;177775;5546
15000;186;5584;7;150056;227511;77455
15000;63;5565;7;136472;215441;78969
15000;124;5504;8;137028;173574;36546
15000;170;5554;7;143856;169414;25558
15000;212;5488;7;129764;171610;41846
15000;177;5468;7;168714;184173;15459
15000;262;5513;7;151057;191427;40370
16000;138;5849;7;157561;216015;58454
16000;210;5883;6;173446;185741;12295
16000;262;5900;7;153515;181515;28000
16000;138;5847;7;132917;190806;57889
16000;134;5889;7;155203;209980;54777
16000;159;5816;6;142735;211456;68721
16000;120;5921;6;146876;187984;41108
16000;217;5903;7;155996;237289;81293
16000;76;5894;7;217427;235217;17790
16000;136;5932;7;172168;192943;20775
16000;269;5970;7;191090;195407;4317
16000;182;5830;7;155439;220424;64985
16000;94;5806;9;151617;192402;40785
16000;145;5853;7;136018;166374;30356
16000;206;5943;7;149655;207907;58252
16000;90;5819;8;171995;192834;20839
16000;251;5891;6;171476;195157;23681
16000;155;5843;8;214120;221127;7007
16000;97;5926;7;183077;237692;54615
16000;364;5964;7;150833;214811;63978
16000;320;5878;6;138464;184099;45635
16000;78;5884;6;211061;213793;2732
16000;60;5922;6;148452;197787;49335
16000;320;5873;7;191235;196973;5738
16000;181;5821;8;149422;222710;73288
16000;121;5852;7;180655;187446;6791
16000;231;5839;7;179924;201026;21102
16000;24;5894;6;170706;199210;28504
16000;95;5949;7;181817;204613;22796
16000;104;5919;7;162592;190331;27739
16000;216;5853;6;147697;196418;48721
16000;275;5889;9;166614;197942;31328
16000;132;5862;7;146189;186943;40754
16000;152;5888;7;144045;265614;121569
16000;295;5873;7;172606;223754;51148
16000;34;5809;7;137262;208061;70799
16000;298;5791;8;125722;183470;57748
16000;235;5897;6;196610;260104;63494
16000;357;5899;6;150628;190806;40178
16000;192;5922;6;189089;208048;18959
16000;43;5865;7;144224;229024;84800
16000;237;5978;8;171142;185578;14436
16000;214;5895;7;160698;215202;54504
16000;298;5943;8;181796;200593;18797
16000;124;5959;8;170815;209759;38944
16000;98;5853;7;154958;177226;22268
16000;124;5872;7;157384;175574;18190
16000;63;5865;6;139420;204095;64675
16000;311;5914;9;146124;186350;40226
16000;197;5932;6;134592;184724;50132
17000;98;6227;8;170651;220353;49702
17000;202;6277;6;166008;226219;60211
17000;163;6278;7;160294;216486;56192
17000;156;6223;7;199733;216169;16436
17000;151;6232;7;275190;289978;14788
17000;293;6221;6;168333;197266;28933
17000;58;6273;7;156251;190933;34682
17000;145;6293;7;181075;244061;62986
17000;85;6222;6;141517;248454;106937
17000;152;6219;7;166404;187239;20835
17000;164;6301;7;155801;217954;62153
17000;194;6259;6;144216;240900;96684
17000;159;6300;7;145197;214398;69201
17000;208;6209;6;176402;248999;72597
17000;135;6214;7;158248;219963;61715
17000;282;6248;8;160848;192960;32112
17000;121;6208;7;170759;220797;50038
17000;236;6218;7;179765;196075;16310
17000;129;6243;7;185723;200473;14750
17000;207;6238;7;159938;184387;24449
17000;31;6241;7;159762;213631;53869
17000;258;6287;7;175587;199808;24221
17000;167;6308;6;162015;221152;59137
17000;254;6253;8;193928;232150;38222
17000;248;6264;6;166492;238206;71714
17000;191;6300;8;183364;250586;67222
17000;95;6305;7;161442;227144;65702
17000;187;6244;7;161182;259586;98404
17000;54;6223;8;151988;253465;101477
17000;184;6265;7;176978;216776;39798
17000;95;6253;8;187028;216874;29846
17000;153;6281;6;166163;227432;61269
17000;316;6188;6;180733;204980;24247
17000;273;6225;6;172212;216756;44544
17000;211;6241;7;151730;218966;67236
17000;62;6246;7;178153;202083;23930
17000;281;6229;7;170729;211562;40833
17000;113;6246;7;150612;188867;38255
17000;155;6221;7;159856;220733;60877
17000;169;6315;8;182651;226365;43714
17000;35;6250;8;166035;203566;37531
17000;109;6287;7;174410;219936;45526
17000;129;6302;8;166116;240698;74582
17000;160;6248;6;180637;206393;25756
17000;152;6287;7;207483;223813;16330
17000;98;6174;7;158330;178274;19944
17000;213;6277;7;179362;204104;24742
17000;125;6264;7;204110;265742;61632
17000;209;6195;7;165903;217196;51293
17000;192;6155;8;185861;193387;7526
18000;150;6654;7;181344;193632;12288
18000;66;6621;6;192680;217369;24689
18000;238;6679;7;247495;249049;1554
18000;27;6629;6;173409;225197;51788
18000;482;6553;7;185133;211906;26773
18000;400;6651;7;191937;280593;88656
18000;40;6592;6;166448;209529;43081
18000;27;6585;7;177660;273127;95467
18000;42;6590;6;207763;242572;34809
18000;42;6581;6;189249;216122;26873
18000;29;6644;7;241074;266241;25167
18000;146;6637;7;174955;235860;60905
18000;190;6729;6;190821;223639;32818
18000;336;6574;7;160994;242060;81066
18000;238;6575;7;193937;214067;20130
18000;253;6592;7;211111;233937;22826
18000;52;6638;7;170140;209910;39770
18000;302;6575;7;175854;221986;46132
18000;308;6548;7;229305;240253;10948
18000;88;6655;7;170805;241457;70652
18000;143;6608;6;190759;213568;22809
18000;222;6603;7;173454;212558;39104
18000;54;6645;7;183622;228459;44837
18000;316;6669;7;205841;229107;23266
18000;69;6657;7;206907;237039;30132
18000;66;6628;7;226898;243892;16994
18000;22;6581;7;156615;283111;126496
18000;225;6653;6;190575;224033;33458
18000;178;6576;8;174316;239599;65283
18000;290;6566;7;206136;257505;51369
18000;106;6612;6;205635;218793;13158
18000;203;6499;6;192577;230730;38153
18000;194;6610;8;172156;228853;56697
18000;165;6594;7;169200;257241;88041
18000;141;6630;6;199605;211027;11422
18000;260;6699;7;170301;231266;60965
18000;43;6617;8;153835;214040;60205
18000;94;6615;6;177798;203154;25356
18000;139;6707;7;172195;221547;49352
18000;158;6682;6;197532;303454;105922
18000;93;6560;7;178670;211595;32925
18000;121;6594;7;165668;211258;45590
18000;62;6672;6;191262;209040;17778
18000;205;6645;7;181171;218874;37703
18000;139;6606;9;169904;233542;63638
18000;75;6683;7;258454;263887;5433
18000;107;6629;7;174677;213651;38974
18000;421;6694;6;169572;234522;64950
18000;249;6593;7;166253;222604;56351
18000;187;6650;6;235750;246936;11186
19000;59;6995;6;171082;256042;84960
19000;105;6974;7;193213;229239;36026
19000;252;7027;9;226327;234763;8436
19000;227;6989;6;203279;258206;54927
19000;252;7010;8;176054;238166;62112
19000;239;7062;8;197409;247222;49813
19000;99;7036;7;186629;298836;112207
19000;84;7035;7;178763;233736;54973
19000;247;7037;8;190605;273058;82453
19000;163;7022;7;187411;218397;30986
19000;142;7063;7;184427;220841;36414
19000;145;7028;7;215124;232186;17062
19000;115;6998;7;205195;276040;70845
19000;72;6991;6;214131;246976;32845
19000;214;6927;7;200440;209120;8680
19000;107;6988;8;213239;252345;39106
19000;316;6944;7;182457;270859;88402
19000;84;6933;6;184159;236445;52286
19000;65;7012;7;197082;249591;52509
19000;177;6914;6;197263;211934;14671
19000;151;7022;7;205450;237596;32146
19000;186;7072;7;180438;242770;62332
19000;185;7018;8;183812;240172;56360
19000;245;6991;7;185096;249214;64118
19000;306;6994;6;180003;266323;86320
19000;241;6943;7;176343;223237;46894
19000;221;7049;6;194275;230283;36008
19000;183;6968;7;175104;212629;37525
19000;209;7043;6;191034;263411;72377
19000;92;7017;7;191747;214836;23089
19000;234;6959;8;225996;245570;19574
19000;152;6991;6;219015;242123;23108
19000;244;6981;7;169682;204342;34660
19000;393;6978;7;187410;225656;38246
19000;275;6994;7;213999;248959;34960
19000;171;7028;6;179589;211480;31891
19000;125;6993;7;181299;218358;37059
19000;151;7045;7;173770;269246;95476
19000;227;7015;7;200240;245471;45231
19000;271;6986;7;219480;268016;48536
19000;55;6987;8;196014;232312;36298
19000;160;7014;7;213197;255468;42271
19000;85;6961;7;164177;244466;80289
19000;81;6993;7;205376;254166;48790
19000;180;6990;7;202109;241583;39474
19000;314;6969;8;234933;282773;47840
19000;121;7009;7;205212;252164;46952
19000;158;6941;6;175971;270731;94760
19000;138;7079;7;200872;249129;48257
19000;237;6962;7;174603;235104;60501
20000;242;7359;7;216619;285267;68648
20000;123;7414;7;201810;238115;36305
20000;353;7376;8;209076;255394;46318
20000;286;7343;7;197133;241253;44120
20000;214;7367;6;214912;274832;59920
20000;176;7437;6;193348;253511;60163
20000;180;7354;7;229247;258411;29164
20000;63;7474;7;210856;300239;89383
20000;186;7356;7;275027;281501;6474
20000;135;7341;7;233901;242586;8685
20000;268;7379;6;178792;253490;74698
20000;56;7430;7;203436;249625;46189
20000;282;7307;6;208608;257359;48751
20000;57;7405;7;194380;238318;43938
20000;219;7353;7;235264;253192;17928
20000;197;7289;6;262136;341592;79456
20000;69;7342;8;195239;234762;39523
20000;126;7386;7;231680;289970;58290
20000;90;7470;7;216668;266961;50293
20000;259;7373;7;198213;236205;37992
20000;250;7420;6;195623;231467;35844
20000;276;7279;8;187695;272357;84662
20000;120;7376;7;217319;271505;54186
20000;47;7215;8;227403;248399;20996
20000;153;7333;7;206671;259560;52889
20000;50;7395;7;208271;227724;19453
20000;29;7426;6;198257;269010;70753
20000;211;7428;7;180750;256286;75536
20000;214;7352;7;165889;289679;123790
20000;100;7300;6;188651;241685;53034
20000;135;7366;7;221110;245977;24867
20000;106;7321;8;206999;236481;29482
20000;165;7363;7;291790;318450;26660
20000;116;7368;7;290680;304066;13386
20000;192;7327;7;165928;269320;103392
20000;128;7324;7;210111;260768;50657
20000;140;7333;8;182016;256639;74623
20000;191;7406;7;247891;260299;12408
20000;186;7399;7;181343;243449;62106
20000;169;7371;6;256418;260777;4359
20000;132;7322;7;282019;348833;66814
20000;255;7357;8;204873;261502;56629
20000;316;7327;6;200321;248571;48250
20000;140;7399;7;241033;311208;70175
20000;277;7291;7;209680;235846;26166
20000;332;7380;7;214913;251539;36626
20000;169;7414;6;182300;268216;85916
20000;132;7440;7;205224;256523;51299
20000;4;7344;6;172011;239087;67076
20000;320;7378;7;199208;293023;93815
21000;188;7650;7;184941;284486;99545
21000;205;7690;6;260604;275900;15296
21000;24;7722;6;238106;286809;48703
21000;396;7691;7;234564;300116;65552
21000;191;7751;7;205857;238803;32946
21000;53;7739;7;221613;264271;42658
21000;165;7687;8;215980;309444;93464
21000;22;7726;7;302685;305539;2854
21000;364;7714;7;241853;256179;14326
21000;46;7802;7;221782;275050;53268
21000;214;7708;7;216176;236089;19913
21000;248;7758;7;212638;272669;60031
21000;196;7681;7;218274;248791;30517
21000;64;7796;7;246634;310718;64084
21000;208;7719;7;226637;280065;53428
21000;166;7657;7;226679;310140;83461
21000;169;7824;7;295448;306842;11394
21000;13;7668;7;281275;325980;44705
21000;254;7667;7;199243;250216;50973
21000;61;7833;7;220937;297864;76927
21000;224;7762;8;212465;266081;53616
21000;136;7779;7;209923;255151;45228
21000;237;7729;6;279227;284057;4830
21000;86;7723;8;221739;306701;84962
21000;181;7802;7;210514;247858;37344
21000;46;7748;6;227311;276855;49544
21000;162;7678;7;296476;305549;9073
21000;325;7727;7;257877;306949;49072
21000;131;7665;6;214724;253616;38892
21000;206;7779;6;327367;332734;5367
21000;57;7687;7;238856;253796;14940
21000;195;7724;8;196053;251345;55292
21000;289;7722;7;188166;248148;59982
21000;215;7751;7;223433;275010;51577
21000;166;7663;7;248455;271302;22847
21000;42;7729;7;207219;301015;93796
21000;191;7779;7;189802;324475;134673
21000;142;7619;7;217058;279327;62269
21000;268;7741;8;213978;396592;182614
21000;150;7719;6;259937;317532;57595
21000;132;7649;6;297160;357720;60560
21000;354;7726;7;200545;267936;67391
21000;54;7727;8;195904;243738;47834
21000;127;7765;7;266774;313343;46569
21000;47;7709;7;181663;286533;104870
21000;217;7793;7;203829;244748;40919
21000;237;7712;7;269081;302686;33605
21000;145;7782;7;253762;275185;21423
21000;332;7779;7;222323;239175;16852
21000;233;7710;7;243187;298776;55589
22000;119;8028;7;201438;271487;70049
22000;74;8082;7;212404;262818;50414
22000;212;8100;7;210660;293331;82671
22000;228;8030;7;223949;318515;94566
22000;150;8026;8;231925;325200;93275
22000;40;8184;7;193085;298169;105084
22000;283;8025;7;234318;274690;40372
22000;56;8086;7;261966;280288;18322
22000;247;8091;7;229329;288082;58753
22000;120;8098;7;217729;265346;47617
22000;95;8133;7;199337;273445;74108
22000;57;8108;8;299032;342661;43629
22000;120;7973;6;215009;279826;64817
22000;274;8143;7;241452;259626;18174
22000;135;8101;6;201196;257549;56353
22000;275;8121;7;239185;307787;68602
22000;63;8119;7;262902;286381;23479
22000;306;8104;7;251952;361742;109790
22000;246;8130;7;197938;236624;38686
22000;127;8090;7;271833;305841;34008
22000;285;8133;7;237704;399468;161764
22000;346;8128;7;200197;286574;86377
22000;244;8163;7;188669;278131;89462
22000;150;8097;7;222118;311448;89330
22000;258;8090;7;228242;275614;47372
22000;229;8105;6;252938;296805;43867
22000;126;8110;8;267199;308460;41261
22000;154;8063;6;257179;295729;38550
22000;120;8065;7;237441;250978;13537
22000;139;8075;7;205515;312784;107269
22000;179;8113;7;260246;269921;9675
22000;201;8094;7;211998;293416;81418
22000;104;8189;7;248263;289560;41297
22000;11;8118;7;227614;327036;99422
22000;393;8040;7;202322;254565;52243
22000;153;8187;7;242738;264479;21741
22000;189;8055;7;241145;286773;45628
22000;117;7980;8;207058;314138;107080
22000;309;8128;7;252161;293393;41232
22000;205;8061;7;199070;254952;55882
22000;282;8149;7;210154;293788;83634
22000;56;8048;7;219888;321095;101207
22000;162;8121;7;204969;258903;53934
22000;12;8123;7;216595;287721;71126
22000;161;8129;7;220929;290855;69926
22000;48;8070;6;231387;314101;82714
22000;290;8157;8;253338;282607;29269
22000;229;8105;6;261670;282974;21304
22000;327;8049;6;186981;313196;126215
22000;27;8047;7;234369;317423;83054
23000;239;8491;8;241310;343500;102190
23000;182;8443;6;252182;322187;70005
23000;116;8409;7;218890;284534;65644
23000;146;8431;8;270654;344691;74037
23000;237;8493;7;256334;305487;49153
23000;26;8449;7;237183;301801;64618
23000;279;8450;7;228779;310782;82003
23000;76;8493;7;220533;258199;37666
23000;168;8526;9;219513;280013;60500
23000;166;8479;6;222745;288215;65470
23000;263;8479;7;247299;283026;35727
23000;147;8341;7;251763;293959;42196
23000;221;8482;7;288414;306104;17690
23000;312;8471;7;263635;285424;21789
23000;242;8385;6;243648;358457;114809
23000;97;8490;6;242389;299425;57036
23000;370;8531;7;212591;336375;123784
23000;72;8405;8;241924;296814;54890
23000;25;8459;7;223788;296958;73170
23000;254;8451;7;255479;279784;24305
23000;87;8481;7;210320;328229;117909
23000;27;8420;7;230130;327310;97180
23000;269;8411;7;259925;272139;12214
23000;24;8462;7;224662;346469;121807
23000;252;8430;8;210582;292349;81767
23000;131;8369;7;312960;347070;34110
23000;14;8451;7;244464;335001;90537
23000;242;8464;7;233980;261729;27749
23000;179;8357;7;262200;298119;35919
23000;344;8448;7;290816;332974;42158
23000;174;8512;7;208476;283693;75217
23000;331;8437;7;258199;298156;39957
23000;246;8480;6;221365;260296;38931
23000;260;8524;9;261934;320666;58732
23000;140;8524;7;220193;280221;60028
23000;239;8415;7;202080;305566;103486
23000;150;8574;6;218294;319001;100707
23000;81;8462;7;293682;336805;43123
23000;54;8483;7;223052;274197;51145
23000;88;8494;7;257161;293550;36389
23000;184;8507;6;285368;354913;69545
23000;157;8437;8;270967;306806;35839
23000;36;8458;7;248732;291526;42794
23000;74;8392;8;295694;326676;30982
23000;145;8403;7;273952;301503;27551
23000;306;8523;7;208412;301961;93549
23000;180;8447;8;371732;379030;7298
23000;237;8502;6;208222;264448;56226
23000;235;8439;6;262030;283520;21490
23000;319;8540;6;249189;304373;55184
24000;152;8834;7;232194;298302;66108
24000;212;8890;8;344700;346081;1381
24000;118;8784;7;220963;314674;93711
24000;193;8875;8;253214;330004;76790
24000;158;8835;7;261020;283820;22800
24000;101;8883;7;255593;278177;22584
24000;217;8798;7;261467;288424;26957
24000;182;8812;7;272434;333930;61496
24000;153;8765;7;237292;300786;63494
24000;372;8826;8;212971;294735;81764
24000;234;8863;8;357645;360917;3272
24000;361;8819;7;218746;289149;70403
24000;100;8820;6;236578;301882;65304
24000;244;8767;8;259398;329191;69793
24000;202;8844;7;224756;272369;47613
24000;318;8809;7;222834;335757;112923
24000;131;8854;6;291230;325696;34466
24000;260;8825;7;218438;305893;87455
24000;51;8767;8;268809;341182;72373
24000;277;8815;7;245019;422540;177521
24000;264;8836;6;246596;293078;46482
24000;318;8840;8;257415;319026;61611
24000;138;8712;6;282868;316653;33785
24000;276;8826;7;217391;318602;101211
24000;220;8858;6;285792;322745;36953
24000;177;8871;7;241846;452515;210669
24000;243;8754;7;230181;328872;98691
24000;83;8821;7;239957;328621;88664
24000;91;8800;7;216424;298752;82328
24000;119;8868;7;208879;288015;79136
24000;230;8771;7;240350;301406;61056
24000;318;8861;6;240307;331389;91082
24000;134;8906;7;235225;288391;53166
24000;325;8907;7;227134;329437;102303
24000;330;8844;6;220715;293288;72573
24000;196;8825;7;260390;273010;12620
24000;100;8839;8;246208;299690;53482
24000;142;8811;7;268501;334821;66320
24000;185;8768;7;238350;429460;191110
24000;235;8869;7;308475;317315;8840
24000;123;8784;7;361268;370460;9192
24000;281;8749;7;219758;361888;142130
24000;257;8839;7;312721;316233;3512
24000;154;8785;7;309292;346953;37661
24000;163;8836;7;246805;271441;24636
24000;173;8781;7;222489;282758;60269
24000;101;8852;6;255735;427289;171554
24000;164;8883;8;227137;321922;94785
24000;183;8829;7;229998;356579;126581
24000;195;8891;7;301441;312407;10966
25000;267;9243;6;246030;324878;78848
25000;58;9154;7;281304;367623;86319
25000;347;9143;8;253893;379437;125544
25000;152;9173;7;252126;296401;44275
25000;253;9169;7;209541;319063;109522
25000;240;9230;7;257789;331403;73614
25000;108;9147;8;246090;346596;100506
25000;277;9133;8;256112;296209;40097
25000;35;9265;6;243328;306661;63333
25000;354;9164;7;286590;305455;18865
25000;80;9241;7;263385;295772;32387
25000;75;9216;7;258275;323275;65000
25000;213;9155;7;308236;384029;75793
25000;181;9127;7;297264;317626;20362
25000;131;9211;7;275316;390148;114832
25000;63;9157;7;232169;295012;62843
25000;189;9208;7;247999;334208;86209
25000;131;9201;7;245012;320882;75870
25000;150;9150;8;231109;307841;76732
25000;186;9165;7;265390;365318;99928
25000;235;9145;9;221172;277574;56402
25000;265;9178;7;224741;319119;94378
25000;269;9135;8;232764;327145;94381
25000;221;9267;7;245285;318399;73114
25000;42;9265;8;276161;314996;38835
25000;137;9198;7;282376;344333;61957
25000;351;9213;8;266318;310031;43713
25000;152;9252;7;255560;352396;96836
25000;66;9126;6;275245;293278;18033
25000;52;9118;7;259469;294991;35522
25000;281;9193;7;230045;332152;102107
25000;319;9251;7;288712;338648;49936
25000;11;9244;7;313339;403277;89938
25000;138;9179;7;355155;399597;44442
25000;266;9153;8;284538;408986;124448
25000;173;9171;7;263736;398716;134980
25000;87;9189;7;273358;321246;47888
25000;277;9287;8;288321;333376;45055
25000;294;9204;6;232244;363016;130772
25000;357;9217;7;236557;320619;84062
25000;50;9275;6;227522;297949;70427
25000;314;9176;8;270716;312265;41549
25000;125;9163;6;220565;301864;81299
25000;159;9246;8;244532;310757;66225
25000;128;9154;7;258531;315593;57062
25000;119;9248;8;312432;409385;96953
25000;63;9203;8;224700;328343;103643
25000;311;9212;7;421076;468260;47184
25000;135;9176;8;288973;347787;58814
25000;122;9175;7;234230;317152;82922
26000;246;9620;7;332260;347549;15289
26000;162;9556;8;272927;394410;121483
26000;205;9563;7;239539;402275;162736
26000;359;9647;7;256468;341272;84804
26000;240;9576;6;240737;332105;91368
26000;100;9578;6;283114;335165;52051
26000;229;9551;7;274913;309344;34431
26000;252;9553;7;278526;313465;34939
26000;144;9506;7;264147;332275;68128
26000;185;9584;7;302924;347264;44340
26000;240;9657;7;261159;349657;88498
26000;193;9562;7;374005;399630;25625
26000;140;9570;8;288640;380622;91982
26000;461;9578;7;266587;339728;73141
26000;278;9610;8;252508;336598;84090
26000;239;9479;8;276841;342571;65730
26000;22;9573;8;318143;348038;29895
26000;194;9617;8;333592;392092;58500
26000;177;9503;7;285872;297864;11992
26000;107;9560;7;438407;446094;7687
26000;436;9486;7;274340;358168;83828
26000;420;9494;7;265994;371087;105093
26000;186;9571;7;271089;440758;169669
26000;159;9601;7;236802;367362;130560
26000;244;9499;7;270118;336755;66637
26000;321;9521;7;280763;355525;74762
26000;184;9605;8;276764;307085;30321
26000;300;9546;7;245834;308762;62928
