10;20;21
10;27;27
10;27;28
10;32;35
10;33;36
10;18;20
10;30;33
10;32;33
10;25;27
10;20;22
20;115;116
20;138;142
20;135;138
20;93;96
20;111;115
20;126;129
20;123;126
20;135;139
20;122;123
20;112;114
30;238;241
30;240;241
30;247;251
30;286;290
30;198;202
30;199;202
30;280;283
30;230;232
30;179;182
30;218;219
40;414;417
40;426;430
40;489;490
40;451;454
40;468;473
40;400;405
40;376;376
40;475;479
40;444;446
40;369;372
50;637;643
50;573;580
50;566;567
50;614;619
50;604;607
50;645;646
50;722;727
50;669;677
50;700;707
50;710;713
60;938;941
60;932;934
60;945;947
60;798;799
60;981;985
60;770;774
60;817;819
60;774;779
60;904;909
60;830;837
70;1124;1128
70;1102;1104
70;1309;1311
70;1190;1191
70;1230;1235
70;1260;1264
70;1202;1208
70;1045;1047
70;1197;1199
70;1123;1126
80;1620;1625
80;1607;1612
80;1655;1658
80;1647;1650
80;1584;1589
80;1620;1623
80;1630;1637
80;1625;1628
80;1599;1602
80;1461;1462
90;1705;1709
90;1689;1691
90;2076;2077
90;2080;2083
90;1921;1925
90;2135;2137
90;2048;2051
90;2184;2190
90;2024;2027
90;2063;2067
100;2509;2513
100;2581;2585
100;2864;2870
100;2497;2501
100;2471;2473
100;2323;2328
100;2668;2674
100;2241;2243
100;2482;2489
100;2642;2650
110;3004;3008
110;3117;3119
110;2930;2936
110;2628;2633
110;2917;2920
110;2839;2841
110;2812;2818
110;2808;2813
110;2955;2961
110;3156;3158
120;3240;3245
120;3567;3570
120;3478;3485
120;3576;3579
120;3565;3571
120;3117;3118
120;3897;3902
120;3225;3230
120;3842;3847
120;3385;3389
130;3924;3929
130;4069;4074
130;3651;3655
130;3764;3765
130;4523;4529
130;4627;4631
130;4175;4183
130;3888;3890
130;4139;4143
130;3858;3860
140;4682;4687
140;4331;4337
140;4747;4755
140;4773;4777
140;5143;5153
140;4772;4776
140;4891;4896
140;5234;5239
140;4919;4925
140;4898;4901
150;5438;5440
150;5549;5551
150;5741;5746
150;5174;5179
150;5586;5593
150;5299;5303
150;5455;5466
150;5595;5599
150;5918;5921
150;5711;5716
160;5737;5738
160;5773;5778
160;6014;6018
160;6564;6566
160;6375;6380
160;6402;6407
160;6324;6330
160;6084;6085
160;6418;6425
160;6441;6441
170;6851;6859
170;7514;7523
170;6804;6808
170;7569;7572
170;6464;6467
170;7340;7345
170;7264;7269
170;6912;6916
170;7107;7109
170;7014;7014
180;7598;7607
180;8429;8431
180;8112;8115
180;8132;8135
180;7845;7853
180;8319;8324
180;7821;7826
180;8011;8016
180;7163;7171
180;7333;7335
190;8342;8346
190;9113;9119
190;8709;8712
190;9026;9032
190;8502;8506
190;8896;8901
190;8758;8763
190;8710;8717
190;8716;8719
190;9025;9029
200;9929;9933
200;9398;9406
200;10663;10667
200;9438;9440
200;9964;9965
200;9578;9582
200;10560;10566
200;9493;9497
200;9107;9111
200;10380;10386
